ReferenceID,CellID,CellType,Variable,Material Used,Location in reference,Measurement Equation,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Species,Strain,Sex,Age or Weight
900732,1027,H AIPRIM,x6,"""Thus, [dentate gyrus] CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] <% 1009 %> (6 cells; Fig. 2A1) in this study were identified by asynchronous release (Fig. 2A2), cannabinoid sensitivity (40.6 +/- 0.3% of control, n = 5 pairs; Fig. 2A3), and their axonal distribution in the IML [inner molecular layer] (Glickfeld and Scanziani, 2006). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1347, right mid; p1347, Fig2F",(x11+x12)/(x6+x8+x11+x12+x13+x14+x17+x21)=6/39,"In HCO terms, these are 6 HICAP cells",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900734,1035,SG DG Basket,x8,"""Thus, [dentate gyrus] CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] <% 1009 %> (6 cells; Fig. 2A1) in this study were identified by asynchronous release (Fig. 2A2), cannabinoid sensitivity (40.6 +/- 0.3% of control, n = 5 pairs; Fig. 2A3), and their axonal distribution in the IML [inner molecular layer] (Glickfeld and Scanziani, 2006). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1347, right mid; p1347, Fig2F",(x11+x12)/(x6+x8+x11+x12+x13+x14+x17+x21)=6/39,"In HCO terms, these are 6 HICAP cells",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900736,1009,H HICAP,x11,"""Thus, [dentate gyrus] CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] <% 1009 %> (6 cells; Fig. 2A1) in this study were identified by asynchronous release (Fig. 2A2), cannabinoid sensitivity (40.6 +/- 0.3% of control, n = 5 pairs; Fig. 2A3), and their axonal distribution in the IML [inner molecular layer] (Glickfeld and Scanziani, 2006). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1347, right mid; p1347, Fig2F",(x11+x12)/(x6+x8+x11+x12+x13+x14+x17+x21)=6/39,"In HCO terms, these are 6 HICAP cells",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900738,1009,SG HICAP,x12,"""Thus, [dentate gyrus] CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] <% 1009 %> (6 cells; Fig. 2A1) in this study were identified by asynchronous release (Fig. 2A2), cannabinoid sensitivity (40.6 +/- 0.3% of control, n = 5 pairs; Fig. 2A3), and their axonal distribution in the IML [inner molecular layer] (Glickfeld and Scanziani, 2006). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1347, right mid; p1347, Fig2F",(x11+x12)/(x6+x8+x11+x12+x13+x14+x17+x21)=6/39,"In HCO terms, these are 6 HICAP cells",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900740,1013,H HIPP,x13,"""Thus, [dentate gyrus] CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] <% 1009 %> (6 cells; Fig. 2A1) in this study were identified by asynchronous release (Fig. 2A2), cannabinoid sensitivity (40.6 +/- 0.3% of control, n = 5 pairs; Fig. 2A3), and their axonal distribution in the IML [inner molecular layer] (Glickfeld and Scanziani, 2006). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1347, right mid; p1347, Fig2F",(x11+x12)/(x6+x8+x11+x12+x13+x14+x17+x21)=6/39,"In HCO terms, these are 6 HICAP cells",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900742,1013,SG HIPP,x14,"""Thus, [dentate gyrus] CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] <% 1009 %> (6 cells; Fig. 2A1) in this study were identified by asynchronous release (Fig. 2A2), cannabinoid sensitivity (40.6 +/- 0.3% of control, n = 5 pairs; Fig. 2A3), and their axonal distribution in the IML [inner molecular layer] (Glickfeld and Scanziani, 2006). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1347, right mid; p1347, Fig2F",(x11+x12)/(x6+x8+x11+x12+x13+x14+x17+x21)=6/39,"In HCO terms, these are 6 HICAP cells",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900744,1005,SG MOLAX,x17,"""Thus, [dentate gyrus] CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] <% 1009 %> (6 cells; Fig. 2A1) in this study were identified by asynchronous release (Fig. 2A2), cannabinoid sensitivity (40.6 +/- 0.3% of control, n = 5 pairs; Fig. 2A3), and their axonal distribution in the IML [inner molecular layer] (Glickfeld and Scanziani, 2006). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1347, right mid; p1347, Fig2F",(x11+x12)/(x6+x8+x11+x12+x13+x14+x17+x21)=6/39,"In HCO terms, these are 6 HICAP cells",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900746,1006,SG Outer Molecular Layer,x21,"""Thus, [dentate gyrus] CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] <% 1009 %> (6 cells; Fig. 2A1) in this study were identified by asynchronous release (Fig. 2A2), cannabinoid sensitivity (40.6 +/- 0.3% of control, n = 5 pairs; Fig. 2A3), and their axonal distribution in the IML [inner molecular layer] (Glickfeld and Scanziani, 2006). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1347, right mid; p1347, Fig2F",(x11+x12)/(x6+x8+x11+x12+x13+x14+x17+x21)=6/39,"In HCO terms, these are 6 HICAP cells",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900748,1027,H AIPRIM,x6,"""However, in contrast to CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons], HICAP [hilar commissural/associational (C/A) pathway-associated] cells <% 1027 %> (14 cells) did not display DSI [depolarization-induced suppression of inhibition] responses (103.4 +/- 11.9% of control, n = 10 pairs; Fig. 2B2). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x6)/(x6+x8+x11+x12+x13+x14+x17+x21)=14/39,"In HCO terms, these 14 cells might be AIPRIMs",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900750,1035,SG DG Basket,x8,"""However, in contrast to CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons], HICAP [hilar commissural/associational (C/A) pathway-associated] cells <% 1027 %> (14 cells) did not display DSI [depolarization-induced suppression of inhibition] responses (103.4 +/- 11.9% of control, n = 10 pairs; Fig. 2B2). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x6)/(x6+x8+x11+x12+x13+x14+x17+x21)=14/39,"In HCO terms, these 14 cells might be AIPRIMs",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900752,1009,H HICAP,x11,"""However, in contrast to CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons], HICAP [hilar commissural/associational (C/A) pathway-associated] cells <% 1027 %> (14 cells) did not display DSI [depolarization-induced suppression of inhibition] responses (103.4 +/- 11.9% of control, n = 10 pairs; Fig. 2B2). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x6)/(x6+x8+x11+x12+x13+x14+x17+x21)=14/39,"In HCO terms, these 14 cells might be AIPRIMs",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900754,1009,SG HICAP,x12,"""However, in contrast to CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons], HICAP [hilar commissural/associational (C/A) pathway-associated] cells <% 1027 %> (14 cells) did not display DSI [depolarization-induced suppression of inhibition] responses (103.4 +/- 11.9% of control, n = 10 pairs; Fig. 2B2). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x6)/(x6+x8+x11+x12+x13+x14+x17+x21)=14/39,"In HCO terms, these 14 cells might be AIPRIMs",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900756,1013,H HIPP,x13,"""However, in contrast to CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons], HICAP [hilar commissural/associational (C/A) pathway-associated] cells <% 1027 %> (14 cells) did not display DSI [depolarization-induced suppression of inhibition] responses (103.4 +/- 11.9% of control, n = 10 pairs; Fig. 2B2). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x6)/(x6+x8+x11+x12+x13+x14+x17+x21)=14/39,"In HCO terms, these 14 cells might be AIPRIMs",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900758,1013,SG HIPP,x14,"""However, in contrast to CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons], HICAP [hilar commissural/associational (C/A) pathway-associated] cells <% 1027 %> (14 cells) did not display DSI [depolarization-induced suppression of inhibition] responses (103.4 +/- 11.9% of control, n = 10 pairs; Fig. 2B2). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x6)/(x6+x8+x11+x12+x13+x14+x17+x21)=14/39,"In HCO terms, these 14 cells might be AIPRIMs",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900760,1005,SG MOLAX,x17,"""However, in contrast to CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons], HICAP [hilar commissural/associational (C/A) pathway-associated] cells <% 1027 %> (14 cells) did not display DSI [depolarization-induced suppression of inhibition] responses (103.4 +/- 11.9% of control, n = 10 pairs; Fig. 2B2). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x6)/(x6+x8+x11+x12+x13+x14+x17+x21)=14/39,"In HCO terms, these 14 cells might be AIPRIMs",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900762,1006,SG Outer Molecular Layer,x21,"""However, in contrast to CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons], HICAP [hilar commissural/associational (C/A) pathway-associated] cells <% 1027 %> (14 cells) did not display DSI [depolarization-induced suppression of inhibition] responses (103.4 +/- 11.9% of control, n = 10 pairs; Fig. 2B2). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x6)/(x6+x8+x11+x12+x13+x14+x17+x21)=14/39,"In HCO terms, these 14 cells might be AIPRIMs",Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900764,1027,H AIPRIM,x6,"""Unlike CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] and HICAP [hilar commissural/associational (C/A) pathway-associated] cells, HIPP [hilar perforant path-associated] cells <% 1013 %> (9 cells) had their axonal projection extended to the PP terminal field, whereas its dendrites were restricted to the hilus (Fig. 2C). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x13+x14)/(x6+x8+x11+x12+x13+x14+x17+x21)=9/39,These are 9 HIPP cells as per HCO. (Axons are extended to the performant pathway terminal field (OML area) and dendrites strictly in hilus.),Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900766,1035,SG DG Basket,x8,"""Unlike CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] and HICAP [hilar commissural/associational (C/A) pathway-associated] cells, HIPP [hilar perforant path-associated] cells <% 1013 %> (9 cells) had their axonal projection extended to the PP terminal field, whereas its dendrites were restricted to the hilus (Fig. 2C). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x13+x14)/(x6+x8+x11+x12+x13+x14+x17+x21)=9/39,These are 9 HIPP cells as per HCO. (Axons are extended to the performant pathway terminal field (OML area) and dendrites strictly in hilus.),Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900768,1009,H HICAP,x11,"""Unlike CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] and HICAP [hilar commissural/associational (C/A) pathway-associated] cells, HIPP [hilar perforant path-associated] cells <% 1013 %> (9 cells) had their axonal projection extended to the PP terminal field, whereas its dendrites were restricted to the hilus (Fig. 2C). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x13+x14)/(x6+x8+x11+x12+x13+x14+x17+x21)=9/39,These are 9 HIPP cells as per HCO. (Axons are extended to the performant pathway terminal field (OML area) and dendrites strictly in hilus.),Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900770,1009,SG HICAP,x12,"""Unlike CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] and HICAP [hilar commissural/associational (C/A) pathway-associated] cells, HIPP [hilar perforant path-associated] cells <% 1013 %> (9 cells) had their axonal projection extended to the PP terminal field, whereas its dendrites were restricted to the hilus (Fig. 2C). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x13+x14)/(x6+x8+x11+x12+x13+x14+x17+x21)=9/39,These are 9 HIPP cells as per HCO. (Axons are extended to the performant pathway terminal field (OML area) and dendrites strictly in hilus.),Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900772,1013,H HIPP,x13,"""Unlike CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] and HICAP [hilar commissural/associational (C/A) pathway-associated] cells, HIPP [hilar perforant path-associated] cells <% 1013 %> (9 cells) had their axonal projection extended to the PP terminal field, whereas its dendrites were restricted to the hilus (Fig. 2C). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x13+x14)/(x6+x8+x11+x12+x13+x14+x17+x21)=9/39,These are 9 HIPP cells as per HCO. (Axons are extended to the performant pathway terminal field (OML area) and dendrites strictly in hilus.),Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900774,1013,SG HIPP,x14,"""Unlike CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] and HICAP [hilar commissural/associational (C/A) pathway-associated] cells, HIPP [hilar perforant path-associated] cells <% 1013 %> (9 cells) had their axonal projection extended to the PP terminal field, whereas its dendrites were restricted to the hilus (Fig. 2C). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x13+x14)/(x6+x8+x11+x12+x13+x14+x17+x21)=9/39,These are 9 HIPP cells as per HCO. (Axons are extended to the performant pathway terminal field (OML area) and dendrites strictly in hilus.),Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
900776,1005,SG MOLAX,x17,"""Unlike CB1R+ [cannabinoid receptor type 1-expressing] INs [interneurons] and HICAP [hilar commissural/associational (C/A) pathway-associated] cells, HIPP [hilar perforant path-associated] cells <% 1013 %> (9 cells) had their axonal projection extended to the PP terminal field, whereas its dendrites were restricted to the hilus (Fig. 2C). ... Figure2. Heterogeneity of non-FS [fastspiking] INs. ... F, Summary of morphological classification of non-FS and FS INs.""","p1348, left top; p1347, Fig2F",(x13+x14)/(x6+x8+x11+x12+x13+x14+x17+x21)=9/39,These are 9 HIPP cells as per HCO. (Axons are extended to the performant pathway terminal field (OML area) and dendrites strictly in hilus.),Liu,,,,24453325,0,rats,Sprague Dawley,male,P16-P25
