id,position,position_HC_standard,Ranks,v2.0,status,full_name,intermediate_name,short_name,CARLsim_name,short_name_gaa_201411131347,Diff,compact_name,abbreviation,supertype,type_subtype,explanatory_notes,interneuron_specific_flag,pre_subregion_modifier,subregion,post_subregion_modifier,include_subregion,excit_inhib,axon_dendrite_pattern,format,p,soma_pattern,projection_pattern,EC_layer,pre-modifiers,core,post-modifiers,pre-modifiers_plus_core_plus_post-modifiers,pre-modifiers_plus_core_plus_post-modifiers_alternate,short_name_alternate
4119,,,10,,on-hold,CA1 (i)2001 IS LM-O,CA1 (i)2001 () IS LM-O,CA1 IS LM-O,,CA1 IS LM-O,,CA1 IS LM-O,CA1 IS LM-O,,,,,,CA1,,1,i,2001,0000,,,,,,IS LM-O,,IS LM-O,IS LM-O,CA1 IS LM-O (i)
4120,,,10,,on-hold,CA1 (i)1113p-CA3_11111 backprojection interneuron,CA1 (i)1113p () backprojection interneuron,CA1 backprojection interneuron,,CA1 backprojection interneuron,,CA1 backprojection interneuron,CA1 backprojection interneuron,,,,,,CA1,,1,i,1113,0000,p,,CA3_11111,,,backprojection interneuron,,backprojection interneuron,backprojection interneuron,CA1 backprojection interneuron (i)
4121,,,10,,on-hold,CA1 (i)1323p-DG_1000 PPA CCK+,CA1 (i)1323p () PPA CCK+,CA1 PPA CCK+,,CA1 PPA CCK+,,CA1 PPA CCK+,CA1 PPA CCK+,,,,,,CA1,,1,i,1323,0000,p,,DG_1000,,,PPA CCK+,,PPA CCK+,PPA CCK+,CA1 PPA CCK+ (i)
4122,,,10,,on-hold,CA1 (i)1320 RI,CA1 (i)1320 () RI,CA1 RI,,CA1 RI,,CA1 RI,CA1 RI,,,,,,CA1,,1,i,1320,0000,,,,,,RI,,RI,RI,CA1 RI (i)
4124,,,10,,on-hold,CA1 (i)1200 R-LM,CA1 (i)1200 () R-LM,CA1 R-LM,,CA1 R-LM,,CA1 R-LM,CA1 R-LM,,,,,,CA1,,1,i,1200,0000,,,,,,R-LM,,R-LM,R-LM,CA1 R-LM (i)
4125,,,10,,on-hold,CA1 (i)1112 O-LMRP,CA1 (i)1112 () O-LMRP,CA1 O-LMRP,,CA1 O-LMRP,,CA1 O-LMRP,CA1 O-LMRP,,,,,,CA1,,1,i,1112,0000,,,,,,O-LMRP,,O-LMRP,O-LMRP,CA1 O-LMRP (i)
4128,,,10,,on-hold,CA1 (i)0313p-Sub_100 stratum oriens interneuron,CA1 (i)0313p () stratum oriens interneuron,CA1 stratum oriens interneuron,,CA1 stratum oriens interneuron,,CA1 stratum oriens interneuron,CA1 stratum oriens interneuron,,,,,,CA1,,1,i,0313,0000,p,,Sub_100,,,stratum oriens interneuron,,stratum oriens interneuron,stratum oriens interneuron,CA1 stratum oriens interneuron (i)
4129,,,10,,on-hold,CA1 (i)0311 new misc interneuron,CA1 (i)0311 () new misc interneuron,CA1 new misc interneuron,,CA1 new misc interneuron,,CA1 new misc interneuron,CA1 new misc interneuron,,,,,,CA1,,1,i,0311,0000,,,,,,new misc interneuron,,new misc interneuron,new misc interneuron,CA1 new misc interneuron (i)
4130,,,10,,on-hold,CA1 (i)0310 L-H-RP,CA1 (i)0310 () L-H-RP,CA1 L-H-RP,,CA1 L-H-RP,,CA1 L-H-RP,CA1 L-H-RP,,,,,,CA1,,1,i,0310,0000,,,,,,L-H-RP,,L-H-RP,L-H-RP,CA1 L-H-RP (i)
4134,,,10,,on-hold,CA1 (i)0213 RO-PO,CA1 (i)0213 () RO-PO,CA1 RO-PO,,CA1 RO-PO,,CA1 RO-PO,CA1 RO-PO,,,,,,CA1,,1,i,0213,0000,,,,,,RO-PO,,RO-PO,RO-PO,CA1 RO-PO (i)
4168,4035,4053,5,1,on-hold,CA1 (i)0102 O-R*,CA1 (i)0102 (000S) O-R,CA1 O-R*,CA1 O-R,CA1 O-R,1,CA1 O-R,CA1 O-R,S121404:O-LM Family:O-LM-like:CA1,type,"This name is a variant of ""O-LM"" since the soma and dendrites are in SO and the axons project to SR. CA1 clarifies the subregion of origin, since the name is otherwise generic.",,,CA1,,1,i,0102,0000,,000S,,,,O-R,,O-R,O-R,CA1 O-R (i)
4135,,,10,,on-hold,CA1 (i)0113 O-RPO,CA1 (i)0113 () O-RPO,CA1 O-RPO,,CA1 O-RPO,,CA1 O-RPO,CA1 O-RPO,,,,,,CA1,,1,i,0113,0000,,,,,,O-RPO,,O-RPO,O-RPO,CA1 O-RPO (i)
4136,,,10,,on-hold,CA1 (i)0103p-CA3_01003-CA2_0103 O-Bi,CA1 (i)0103p () O-Bi,CA1 O-Bi,,CA1 O-Bi,,CA1 O-Bi,CA1 O-Bi,,,,,,CA1,,1,i,0103,0000,p,,CA3_01003-CA2_0103,,,O-Bi,,O-Bi,O-Bi,CA1 O-Bi (i)
4137,,,10,,on-hold,CA1 (i)0013 O-H-PO,CA1 (i)0013 () O-H-PO,CA1 O-H-PO,,CA1 O-H-PO,,CA1 O-H-PO,CA1 O-H-PO,,,,,,CA1,,1,i,0013,0000,,,,,,O-H-PO,,O-H-PO,O-H-PO,CA1 O-H-PO (i)
4138,,,10,,on-hold,CA1 (i)0012p-Sub_111 H BC,CA1 (i)0012p () H BC,CA1 H BC,,CA1 H BC,,CA1 H BC,CA1 H BC,,,,,,CA1,,1,i,0012,0000,p,,Sub_111,,,H BC,,H BC,H BC,CA1 H BC (i)
4140,,,10,,on-hold,CA1 (i)0202 bistratified calbindin,CA1 (i)0202 () bistratified calbindin,CA1 bistratified calbindin,,CA1 bistratified calbindin,,CA1 bistratified calbindin,CA1 BiCified calbindin,,,,,,CA1,,1,i,0202,0000,,,,,,bistratified calbindin,,bistratified calbindin,bistratified calbindin,CA1 bistratified calbindin (i)
4142,,,10,,on-hold,CA1 (i)0232 basket/axo-axonic,CA1 (i)0232 () basket/axo-axonic,CA1 basket/axo-axonic,,CA1 basket/axo-axonic,,CA1 basket/axo-axonic,CA1 basket/axo-axonic,,,,,,CA1,,1,i,0232,0000,,,,,,basket/axo-axonic,,basket/axo-axonic,basket/axo-axonic,CA1 basket/axo-axonic (i)
4144,,,10,,on-hold,CA1 (i)2222 O/A,CA1 (i)2222 () O/A,CA1 O/A,,CA1 O/A,,CA1 O/A,CA1 O/A,,,,,,CA1,,1,i,2222,0000,,,,,,O/A,,O/A,O/A,CA1 O/A (i)
4147,,,10,,on-hold,CA1 (i)2211 BC CB1R-,CA1 (i)2211 () BC CB1R-,CA1 BC CB1R-,,CA1 BC CB1R-,,CA1 BC CB1R-,CA1 BC CB1R-,,,,,,CA1,,1,i,2211,0000,,,,,,BC CB1R-,,BC CB1R-,BC CB1R-,CA1 BC CB1R- (i)
4152,,,10,,on-hold,CA1 (i)0213 RO-PO CCK+,CA1 (i)0213 () RO-PO CCK+,CA1 RO-PO CCK+,,CA1 RO-PO CCK+,,CA1 RO-PO CCK+,CA1 RO-PO CCK+,,,,,,CA1,,1,i,0213,0000,,,,,,RO-PO CCK+,,RO-PO CCK+,RO-PO CCK+,CA1 RO-PO CCK+ (i)
4155,,,10,,on-hold,CA1 (e)3000p-DG_2000 Cajal-Retzius Proj,CA1 (e)3000p () Cajal-Retzius Proj,CA1 Cajal-Retzius Proj,,CA1 Cajal-Retzius Proj,,CA1 Cajal-Retzius Proj,CA1 Cajal-Retzius Proj,,,,,,CA1,,1,e,3000,0000,p,,DG_2000,,,Cajal-Retzius Proj,,Cajal-Retzius Proj,Cajal-Retzius Proj,CA1 Cajal-Retzius Proj (e)
4156,,,10,,on-hold,CA1 (e)3000p-DG_1111 C-R Proj,CA1 (e)3000p () C-R Proj,CA1 C-R Proj,,CA1 C-R Proj,,CA1 C-R Proj,CA1 C-R Proj,,,,,,CA1,,1,e,3000,0000,p,,DG_1111,,,C-R Proj,,C-R Proj,C-R Proj,CA1 C-R Proj (e)
4157,,,10,,on-hold,CA1 (i)1322 LM-R PPA,CA1 (i)1322 () LM-R PPA,CA1 LM-R PPA,,CA1 LM-R PPA,,CA1 LM-R PPA,CA1 LM-R PPA,,,,,,CA1,,1,i,1322,0000,,,,,,LM-R PPA,,LM-R PPA,LM-R PPA,CA1 LM-R PPA (i)
4160,,,10,,on-hold,CA1 (i)2230 BC PV+,CA1 (i)2230 () BC PV+,CA1 BC PV+,,CA1 BC PV+,,CA1 BC PV+,CA1 BC PV+,,,,,,CA1,,1,i,2230,0000,,,,,,BC PV+,,BC PV+,BC PV+,CA1 BC PV+ (i)
4161,,,10,,on-hold,CA1 (i)2012 MGE-BC,CA1 (i)2012 () MGE-BC,CA1 MGE-BC,,CA1 MGE-BC,,CA1 MGE-BC,CA1 MGE-BC,,,,,,CA1,,1,i,2012,0000,,,,,,MGE-BC,,MGE-BC,MGE-BC,CA1 MGE-BC (i)
4162,,,10,,on-hold,CA1 (i)1200p-DG_1100 RI,CA1 (i)1200p () RI,CA1 RI,,CA1 RI,,CA1 RI,CA1 RI,,,,,,CA1,,1,i,1200,0000,p,,DG_1100,,,RI,,RI,RI,CA1 RI (i)
4165,,,10,,on-hold,CA1 (i)0103p-CA2_0101 BP,CA1 (i)0103p () BP,CA1 BP,,CA1 BP,,CA1 BP,CA1 BP,,,,,,CA1,,1,i,0103,0000,p,,CA2_0101,,,BP,,BP,BP,CA1 BP (i)
4175,,,10,,on-hold,CA1 (i)1113p-DG_1000 BP,CA1 (i)1113p () BP,CA1 BP,,CA1 BP,,CA1 BP,CA1 BP,,,,,,CA1,,1,i,1113,0000,p,,DG_1000,,,BP,,BP,BP,CA1 BP (i)
4176,,,10,,on-hold,CA1 (i)0030 Pyramidale,CA1 (i)0030 () Pyramidale,CA1 Pyramidale,,CA1 Pyramidale,,CA1 Pyramidale,CA1 Pyramidale,,,,,,CA1,,1,i,0030,0000,,,,,,Pyramidale,,Pyramidale,Pyramidale,CA1 Pyramidale (i)
5003,,,10,,on-hold,Sub (e)030p-CA1_0101 PC nNOS+,Sub (e)030p () PC nNOS+,Sub PC nNOS+,,Sub PC nNOS+,,Sub PC nNOS+,Sub PC nNOS+,,,,,,Sub,,1,e,030,000,p,,CA1_0101,,,PC nNOS+,,PC nNOS+,PC nNOS+,Sub PC nNOS+ (e)
5006,,,10,,on-hold,Sub (i)300 PV+,Sub (i)300 () PV+,Sub PV+,,Sub PV+,,Sub PV+,Sub PV+,,,,,,Sub,,1,i,300,000,,,,,,PV+,,PV+,PV+,Sub PV+ (i)
5014,5002,5002,5,1,on-hold,Sub (e)231 Bursting Pyramidal*,Sub (e)231 (0S0) Bursting Pyramidal,Sub Bursting Pyramidal*,Sub Bursting Pyramidal,Sub Bursting Pyramidal,1,Sub EC-Proj Pyramidal,Sub bPC,S040405:Glutamatergic PC:Pyramidal:Sub,type,This name is derived from the only descriptor in the cited literature. Sub distinguishes these cells from pyramidal cells in other subregions.,,,Sub,,1,e,231,000,,0S0,,,Bursting,Pyramidal,,Bursting Pyramidal,Pyramidal Bursting,Sub Pyramidal Bursting (e)
5007,,,10,,on-hold,Sub (e)300 Cajal-Retzius,Sub (e)300 () Cajal-Retzius,Sub Cajal-Retzius,,Sub Cajal-Retzius,,Sub Cajal-Retzius,Sub Cajal-Retzius,,,,,,Sub,,1,e,300,000,,,,,,Cajal-Retzius,,Cajal-Retzius,Cajal-Retzius,Sub Cajal-Retzius (e)
5008,,,10,,on-hold,Sub (i)033 PV+,Sub (i)033 () PV+,Sub PV+,,Sub PV+,,Sub PV+,Sub PV+,,,,,,Sub,,1,i,033,000,,,,,,PV+,,PV+,PV+,Sub PV+ (i)
5009,,,10,,on-hold,Sub (e)231p-EC_000001 PC,Sub (e)231p () PC,Sub PC,,Sub PC,,Sub PC,Sub PC,,,,,,Sub,,1,e,231,000,p,,EC_000001,,,PC,,PC,PC,Sub PC (e)
5010,,,10,,on-hold,Sub (e)223p-CA2_0001-CA1_0001 PC,Sub (e)223p () PC,Sub PC,,Sub PC,,Sub PC,Sub PC,,,,,,Sub,,1,e,223,000,p,,CA2_0001-CA1_0001,,,PC,,PC,PC,Sub PC (e)
5011,,,10,,on-hold,Sub (e)030p-CA1_0001-EC_001111 PC,Sub (e)030p () PC,Sub PC,,Sub PC,,Sub PC,Sub PC,,,,,,Sub,,1,e,030,000,p,,CA1_0001-EC_001111,,,PC,,PC,PC,Sub PC (e)
6026,,,10,,on-hold,EC (e)113111 MPN 2 III,EC (e)113111 () MPN 2 III,EC MPN 2 III,,EC MPN 2 III,,EC MPN 2 III,EC MPN 2 III,,,,,,EC,,1,e,113111,000000,,,,,,MPN 2 III,,MPN 2 III,MPN 2 III,EC MPN 2 III (e)
6029,,,10,,on-hold,LEC (e)022200 lg MPN III,LEC (e)022200 () lg MPN III,LEC lg MPN III,,LEC lg MPN III,,LEC lg MPN III,LEC lg MPN III,,,,,L,EC,,1,e,022200,000000,,,,,,lg MPN III,,lg MPN III,lg MPN III,EC lg MPN III (e)
6032,,,10,,on-hold,LEC (e)002200 lg MPN 2 III,LEC (e)002200 () lg MPN 2 III,LEC lg MPN 2 III,,LEC lg MPN 2 III,,LEC lg MPN 2 III,LEC lg MPN 2 III,,,,,L,EC,,1,e,002200,000000,,,,,,lg MPN 2 III,,lg MPN 2 III,lg MPN 2 III,EC lg MPN 2 III (e)
6046,,,10,,on-hold,MEC (e)202200 med MPN III,MEC (e)202200 () med MPN III,MEC med MPN III,,MEC med MPN III,,MEC med MPN III,MEC med MPN III,,,,,M,EC,,1,e,202200,000000,,,,,,med MPN III,,med MPN III,med MPN III,EC med MPN III (e)
6050,,,10,,on-hold,EC (e)002331 GN IV-V,EC (e)002331 () GN IV-V,EC GN IV-V,,EC GN IV-V,,EC GN IV-V,EC GN IV-V,,,,,,EC,,1,e,002331,000000,,,,,,GN IV-V,,GN IV-V,GN IV-V,EC GN IV-V (e)
6051,,,10,,on-hold,LEC (e)002000 sm sph MPN III,LEC (e)002000 () sm sph MPN III,LEC sm sph MPN III,,LEC sm sph MPN III,,LEC sm sph MPN III,LEC sm sph MPN III,,,,,L,EC,,1,e,002000,000000,,,,,,sm sph MPN III,,sm sph MPN III,sm sph MPN III,EC sm sph MPN III (e)
6072,,,10,,on-hold,EC (e)333111 LIII Spiny Pyramidal,EC (e)333111 (00S000) LIII Spiny Pyramidal,LIII Spiny Pyramidal,EC LIII Spiny Pyramidal,LIII Spiny Pyramidal,,LIII spPC,LIII spPC,S071806:Glutamatergic III:LIII:EC,type,This name is derived from one of the specific assigned names cited in the literature. LIII distinguishes these cells from pyramidal cells in other subregions.,,,EC,,0,e,333111,000000,,00S000,,LIII,Spiny,Pyramidal,,LIII Spiny Pyramidal,LIII Pyramidal Spiny,LIII Pyramidal Spiny (e)
6076,,,10,,on-hold,EC (i)023000 AA II-III,EC (i)023000 () AA II-III,EC AA II-III,,EC AA II-III,,EC AA II-III,EC AA II-III,,,,,,EC,,1,i,023000,000000,,,,,,AA II-III,,AA II-III,AA II-III,EC AA II-III (i)
6077,,,10,,on-hold,EC (e)002222 MPN 2 V,EC (e)002222 () MPN 2 V,EC MPN 2 V,,EC MPN 2 V,,EC MPN 2 V,EC MPN 2 V,,,,,,EC,,1,e,002222,000000,,,,,,MPN 2 V,,MPN 2 V,MPN 2 V,EC MPN 2 V (e)
6079,,,10,,on-hold,MEC (i)111021 HI V,MEC (i)111021 () HI V,MEC HI V,,MEC HI V,,MEC HI V,MEC HI V,,,,,M,EC,,1,i,111021,000000,,,,,,HI V,,HI V,HI V,EC HI V (i)
6097,,,10,,on-hold,LEC (e)233010 LII Pyramidal,LEC (e)233010 () LII Pyramidal,LEC LII Pyramidal,,LEC LII Pyramidal,,LEC LII Pyramidal,LEC LII Pyramidal,,,,,L,EC,,1,e,233010,000000,,,,,,LII Pyramidal,,LII Pyramidal,LII Pyramidal,EC LII Pyramidal (e)
6098,,,10,,on-hold,EC (e)233111p-Sub_100 aspinous LII multipolar neuron,EC (e)233111p () aspinous LII multipolar neuron,EC aspinous LII multipolar neuron,,EC aspinous LII multipolar neuron,,EC aspinous LII multipolar neuron,EC aspinous LII multipolar neuron,,,,,,EC,,1,e,233111,000000,p,,Sub_100,,,aspinous LII multipolar neuron,,aspinous LII multipolar neuron,aspinous LII multipolar neuron,EC aspinous LII multipolar neuron (e)
6099,,,10,,on-hold,MEC (e)220000 LII SC,MEC (e)220000 () LII SC,MEC LII SC,,MEC LII SC,,MEC LII SC,MEC LII SC,,,,,M,EC,,1,e,220000,000000,,,,,,LII SC,,LII SC,LII SC,EC LII SC (e)
6100,,,10,,on-hold,MEC (e)213000 LIII PC,MEC (e)213000 () LIII PC,MEC LIII PC,,MEC LIII PC,,MEC LIII PC,MEC LIII PC,,,,,M,EC,,1,e,213000,000000,,,,,,LIII PC,,LIII PC,LIII PC,EC LIII PC (e)
6101,,,10,,on-hold,MEC (e)000033 LVI MPN,MEC (e)000033 () LVI MPN,MEC LVI MPN,,MEC LVI MPN,,MEC LVI MPN,MEC LVI MPN,,,,,M,EC,,1,e,000033,000000,,,,,,LVI MPN,,LVI MPN,LVI MPN,EC LVI MPN (e)
6102,,,10,,on-hold,EC (i)223300 LIII pyramidal looking interneuron,EC (i)223300 () LIII pyramidal looking interneuron,EC LIII pyramidal looking interneuron,,EC LIII pyramidal looking interneuron,,EC LIII pyramidal looking interneuron,EC LIII pyramidal looking interneuron,,,,,,EC,,1,i,223300,000000,,,,,,LIII pyramidal looking interneuron,,LIII pyramidal looking interneuron,LIII pyramidal looking interneuron,EC LIII pyramidal looking interneuron (i)
6103,,,10,,on-hold,MEC (i)000102 LVI multipolar interneuron,MEC (i)000102 () LVI multipolar interneuron,MEC LVI multipolar interneuron,,MEC LVI multipolar interneuron,,MEC LVI multipolar interneuron,MEC LVI multipolar interneuron,,,,,M,EC,,1,i,000102,000000,,,,,,LVI multipolar interneuron,,LVI multipolar interneuron,LVI multipolar interneuron,EC LVI multipolar interneuron (i)
6104,,,10,,on-hold,MEC (e)333000 LII head-direction neuron,MEC (e)333000 () LII head-direction neuron,MEC LII head-direction neuron,,MEC LII head-direction neuron,,MEC LII head-direction neuron,MEC LII head-direction neuron,,,,,M,EC,,1,e,333000,000000,,,,,,LII head-direction neuron,,LII head-direction neuron,LII head-direction neuron,EC LII head-direction neuron (e)
6106,,,10,,on-hold,MEC (e)310000 LI head-direction neuron,MEC (e)310000 () LI head-direction neuron,MEC LI head-direction neuron,,MEC LI head-direction neuron,,MEC LI head-direction neuron,MEC LI head-direction neuron,,,,,M,EC,,1,e,310000,000000,,,,,,LI head-direction neuron,,LI head-direction neuron,LI head-direction neuron,EC LI head-direction neuron (e)
6107,,,10,,on-hold,LEC (e)200000 sm sph MPN I,LEC (e)200000 () sm sph MPN I,LEC sm sph MPN I,,LEC sm sph MPN I,,LEC sm sph MPN I,LEC sm sph MPN I,,,,,L,EC,,1,e,200000,000000,,,,,,sm sph MPN I,,sm sph MPN I,sm sph MPN I,EC sm sph MPN I (e)
6108,,,10,,on-hold,MEC (i)333111 LIII non-spiny PC,MEC (i)333111 () LIII non-spiny PC,MEC LIII non-spiny PC,,MEC LIII non-spiny PC,,MEC LIII non-spiny PC,MEC LIII non-spiny PC,,,,,M,EC,,1,i,333111,000000,,,,,,LIII non-spiny PC,,LIII non-spiny PC,LIII non-spiny PC,EC LIII non-spiny PC (i)
6109,,,10,,on-hold,EC (e)030000p-CA1_1000-Sub_100 EC LII Island cell,EC (e)030000p () EC LII Island cell,EC EC LII Island cell,,EC EC LII Island cell,,EC EC LII Island cell,EC EC LII Island cell,,,,,,EC,,1,e,030000,000000,p,,CA1_1000-Sub_100,,,EC LII Island cell,,EC LII Island cell,EC LII Island cell,EC EC LII Island cell (e)
6110,,,10,,on-hold,EC (i)222000 Type 2 cell,EC (i)222000 () Type 2 cell,EC Type 2 cell,,EC Type 2 cell,,EC Type 2 cell,EC Type 2 cell,,,,,,EC,,1,i,222000,000000,,,,,,Type 2 cell,,Type 2 cell,Type 2 cell,EC Type 2 cell (i)
,,,10,,on-hold,CA1 (i)0003p-Sub_001 SO-SO Sub-Proj,CA1 (i)0003p () SO-SO Sub-Proj,CA1 SO-SO Sub-Proj,,CA1 SO-SO Sub-Proj,,CA1 SO-SO Sub-Proj,CA1 SO-SO Sub-Proj,,,,,,CA1,,1,i,0003,0000,p,,Sub_001,,,SO-SO Sub-Proj,,SO-SO Sub-Proj,SO-SO Sub-Proj,CA1 SO-SO Sub-Proj (i)
,,,10,,on-hold,CA1 (i)0003p-Sub_111 SO-SO Sub-Proj,CA1 (i)0003p () SO-SO Sub-Proj,CA1 SO-SO Sub-Proj,,CA1 SO-SO Sub-Proj,,CA1 SO-SO Sub-Proj,CA1 SO-SO Sub-Proj,,,,,,CA1,,1,i,0003,0000,p,,Sub_111,,,SO-SO Sub-Proj,,SO-SO Sub-Proj,SO-SO Sub-Proj,CA1 SO-SO Sub-Proj (i)
,,,10,,on-hold,CA1 (i)2031 RP-PO,CA1 (i)2031 () RP-PO,CA1 RP-PO,,CA1 RP-PO,,CA1 RP-PO,CA1 RP-PO,,,,,,CA1,,1,i,2031,0000,,,,,,RP-PO,,RP-PO,RP-PO,CA1 RP-PO (i)
