reference_id,Reference ID,Unique ID,Location in reference,FTQ ID,Material Used,Phase parameter,Phase parameter ID,Authors,Title,Journal,Year,PMID,pmid_isbn_page
"""4080111631520101""",4080111631520101,4080,"p15, Tab1 (H_1307RMO_TrD_mrg_sil_T3_1 baseline)",20101,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",firing rate baseline,111,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4080109631520101""",4080109631520101,4080,"p15, Tab1 (H_1307RMO_TrD_mrg_sil_T3_1 run/stop ratio)",20101,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",run/stop ratio,109,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4080108631520100""",4080108631520100,4080,"p15, Tab1 (0405RMN_OF_T4R6-04_spl_t001-01_1 SWR ratio)",20100,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",SWR ratio,108,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4080111631520100""",4080111631520100,4080,"p15, Tab1 (0405RMN_OF_T4R6-04_spl_t001-01_1 baseline)",20100,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",firing rate baseline,111,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4080108631520101""",4080108631520101,4080,"p15, Tab1 (H_1307RMO_TrD_mrg_sil_T3_1 SWR ratio)",20101,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",SWR ratio,108,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4035107059030000""",4035107059030000,4035,"p10527, right mid (T85a ripple)",30000,"""Analysis of the exact spike timing indicated that the cell <% 4035 %> fired with highest probability at the highest amplitude of the ripple episodes (Fig. 9C), and at the ascending phase (122 +/- 60[deg] after the trough) of single ripple cycles recorded in the stratum pyramidale (data not shown).""",ripple,107,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,Journal of Neuroscience,2005,16280590,10520
"""4035108059030000""",4035108059030000,4035,"p10527, right mid (T85a SWR ratio)",30000,"""The cell <% 4035 %> exhibited low discharge frequencies during theta oscillations (0.2 Hz) (Figs. 8b, 9B,D) and non-theta/non-sharp- wave episodes (0.1 Hz), but strongly increased its firing during sharp wave-associated ripples (69.0 Hz) (Fig. 9A,C).""",SWR ratio,108,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,Journal of Neuroscience,2005,16280590,10520
"""4035114059030000""",4035114059030000,4035,"p10527, right mid (T85a theta)",30000,"""The cell <% 4035 %> exhibited low discharge frequencies during theta oscillations (0.2 Hz) (Figs. 8b, 9B,D) and non-theta/non-sharp- wave episodes (0.1 Hz), but strongly increased its firing during sharp wave-associated ripples (69.0 Hz) (Fig. 9A,C).""",firing rate theta,114,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,Journal of Neuroscience,2005,16280590,10520
"""4035111059030000""",4035111059030000,4035,"p10527, right mid (T85a non-theta/non-SWR)",30000,"""The cell <% 4035 %> exhibited low discharge frequencies during theta oscillations (0.2 Hz) (Figs. 8b, 9B,D) and non-theta/non-sharp- wave episodes (0.1 Hz), but strongly increased its firing during sharp wave-associated ripples (69.0 Hz) (Fig. 9A,C).""",firing rate non-theta - non-ripple,111,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,Journal of Neuroscience,2005,16280590,10520
"""4035116059030000""",4035116059030000,4035,"p10527, right mid (T85a SWR)",30000,"""The cell <% 4035 %> exhibited low discharge frequencies during theta oscillations (0.2 Hz) (Figs. 8b, 9B,D) and non-theta/non-sharp- wave episodes (0.1 Hz), but strongly increased its firing during sharp wave-associated ripples (69.0 Hz) (Fig. 9A,C).""",firing rate SWR,116,"Ferraguti F, Klausberger T, Cobden P, Baude A, Roberts JD, Szucs P, Kinoshita A, Shigemoto R, Somogyi P, Dalezios Y",Metabotropic glutamate receptor 8-expressing nerve terminals target subsets of GABAergic neurons in the hippocampus,Journal of Neuroscience,2005,16280590,10520
"""4081114709220300""",4081114709220300,4081,"pS11, TabS3 (P2a theta)",20300,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate theta,114,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081101709220301""",4081101709220301,4081,"pS11, TabS3 (T98e theta)",20301,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",theta,101,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081111709220301""",4081111709220301,4081,"pS11, TabS3 (T98e non-theta/non-ripple)",20301,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate non-theta - non-ripple,111,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081114709220301""",4081114709220301,4081,"pS11, TabS3 (T98e theta)",20301,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate theta,114,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081101709220302""",4081101709220302,4081,"pS11, TabS3 (T134a theta)",20302,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",theta,101,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081111709220302""",4081111709220302,4081,"pS11, TabS3 (T140b non-theta/non-ripple)",20302,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate non-theta - non-ripple,111,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081114709220302""",4081114709220302,4081,"pS11, TabS3 (T134a theta)",20302,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate theta,114,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081101709220303""",4081101709220303,4081,"pS11, TabS3 (T140b theta)",20303,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",theta,101,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081105709220300""",4081105709220300,4081,"pS11, TabS3 (P2a gamma)",20300,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",gamma,105,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081105709220301""",4081105709220301,4081,"pS11, TabS3 (T98e gamma)",20301,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",gamma,105,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081114709220303""",4081114709220303,4081,"pS11, TabS3 (T140b theta)",20303,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate theta,114,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081116709220300""",4081116709220300,4081,"pS11, TabS3 (P2a ripple)",20300,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate SWR,116,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081105709220302""",4081105709220302,4081,"pS11, TabS3 (T134a gamma)",20302,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",gamma,105,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081116709220301""",4081116709220301,4081,"pS11, TabS3 (T98e ripple)",20301,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate SWR,116,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081105709220303""",4081105709220303,4081,"pS11, TabS3 (T140b gamma)",20303,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",gamma,105,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081108709220300""",4081108709220300,4081,"pS11, TabS3 (P2a SWR ratio)",20300,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",SWR ratio,108,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081116709220302""",4081116709220302,4081,"pS11, TabS3 (T134a ripple)",20302,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate SWR,116,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081108709220301""",4081108709220301,4081,"pS11, TabS3 (T98e SWR ratio)",20301,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",SWR ratio,108,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081116709220303""",4081116709220303,4081,"pS11, TabS3 (T140b ripple)",20303,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate SWR,116,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081101709220300""",4081101709220300,4081,"pS11, TabS3 (P2a theta)",20300,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",theta,101,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081111709220300""",4081111709220300,4081,"pS11, TabS3 (P2a non-theta/non-ripple)",20300,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",firing rate non-theta - non-ripple,111,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4081108709220302""",4081108709220302,4081,"pS11, TabS3 (T140b SWR ratio)",20302,"""Table S3. Discharge frequencies and preferred firing phase of Ivy cells <% 4081 %> during theta and oscillations""",SWR ratio,108,"Fuentealba P, Begum R, Capogna M, Jinno S, Márton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,917
"""4011116017020200""",4011116017020200,4011,"p1603, Tab2 (T126c ripple)",20200,"""Table 2. Discharge frequencies and phases of identified COUP-TFII-expressing cells recorded in vivo during network oscillations""",firing rate SWR,116,"Fuentealba P, Klausberger T, Karayannis T, Suen WY, Huck J, Tomioka R, Rockland K, Capogna M, Studer M, Morales M, Somogyi P",Expression of COUP-TFII nuclear receptor in restricted GABAergic neuronal populations in the adult rat hippocampus,Journal of Neuroscience,2010,20130170,1595
