RefID,,,Quote,Location,,,,,PMID/ISBN,UID,,Figure,HcoRefID
1005051,DG BC,GC,The most common postsynaptic structures are the somata (Fig. 21) and dendrites (Figs. 22-24) of granule cells [in the dentate gyrus]. Dendritic spines from these cells are contacted rarely by basket cell {DG DG (i)2232 (00S0) Basket} axons. More than one gold-labelled axon terminal from a single basket cell may form synapses with an individual cell soma.,"p590, top","Ribak CE, Seress L",Five types of basket cell in the hippocampal dentate gyrus: a combined Golgi and electron microscopic study.,J Neurocytol,1983,6619905,,,,
1005053,DG BC,GC,"Gold-labelled basket cell {DG DG (i)2232 (00S0) Basket} terminals synapse with the proximal dendrites of granule cells [in the dentate gyrus] both close to the soma (Fig. 22) and as far away as 50 [micro]m into the molecular layer. These axodendritic synapses may occur in the granule cell layer as well. When terminals of basket cells are apposed to granule cell dendritic spines, the terminal either synapses with the spine or ensheaths the spine and synapses with the dendritic shaft (Figs. 23, 24). Basket terminals were never found contacting the axon initial segments of granule cells even though numerous terminals that form symmetric synapses are present at this location.","p594, top","Ribak CE, Seress L",Five types of basket cell in the hippocampal dentate gyrus: a combined Golgi and electron microscopic study.,J Neurocytol,1983,6619905,,,,
1005055,DG BC-CCK,GC,"Tables 2-4 provide a list of morphological, neurochemical, and physiological features of identified intemeurons. Those types at the bottom of the tables, indicated in boldface type, are known only from immunocytochemical studies; therefore, physiological and detailed anatomical data are not available for these types. AHP, spike afterhyperpolarization; AP, action potential; C/A, commissural-associational path; dd, distal dendrites; ec, entorhinal cortex; Ga1, GABA-A receptor alpha 1 subunit; g.is, granule cell axon initial segment; h., hilus; IH, hyperpolarization-activated current; i.dd, interneuron distal dendrite; i.pd, interneuron proximal dendrite; is, interneuron soma; IS-1, type l interneuron-selective cells (CR); IS-2, type 2 interneuron-selective cells (VIP); IS-3, type 3 interneuron-selective cells (VIP); lc, local collaterals of pyramidal cells; mr, median raphe; ms, medial septum; pd, proximal dendrite; pis, pyramidal cell axon initial segment; r., random (i,e., contacts both granule cells and interneurons in proportion of their occurrence); s., soma; s.g., stratum granulosum; s.m. (i), inner stratum moleculare; s.m. (o), outer stratum moleculare; s.l., stratum lucidum; s.l-m., stratum lacunosum-moleculare; s.o., stratum oriens; s.p., stratum pyramidale; s.r., stratum radiatum; VVA, Vicia villosa agglutinin. 2-Only in the dentate gyrus. 3-Only on axon terminals.","p418, Table 2","Freund TF, Buzsaki G",Interneurons of the hippocampus.,Hippocampus,1996,8915675,,,,
1006000,CA3 Pyr,CA3 Basket,FIGURE 6. A: Camera lucida reconstruction of the axonal trees of two presynaptic [CA3] pyramidal cells {CA3 CA3 (e)23223p (000S0) Pyramidal} (black and blue) and a postsynaptic [CA3] basket cell {CA3 CA3 (i)22232 (000S0) Basket} (red) simultaneously recorded and filled with biocytin in the CA3 region of the hippocampus. The axon of both pyramidal cells established a single contact on a mid-distal dendrite of the basket cell in stratum radiatum (arrows). ... Data from Gulyas et al. (1993b).,"p360, Fig. 6","Freund TF, Buzsaki G",Interneurons of the hippocampus.,Hippocampus,1996,8915675,,,,
1006002,CA3 Pyr,CA3 Pyr,"Pyramidal neurons {CA3 CA3 (e)23223p (000S0) Pyramidal} in the CA3a subfield (closest to CA1) arborize primarily in the stratum oriens of CA1, whereas neurons in CA3c (closer to the hilus [of the dentate gyrus]) collateralize more extensively in the stratum radiatum of CA1 (Ishizuka et al., 1990; Li et al., 1994). In one complete reconstruction, the highest density of boutons in CA1 clustered about 600 to 800 [micro]m from the CA3 neuron in both the septal and temporal directions (Sik et al., 1993). These axons contribute to the Schaffer collateral inputs to CA1 pyramidal neurons. Another group of axon collaterals is localized in the stratum oriens and stratum radiatum of CA3, comprising the extensive associational connection common between CA3 pyramidal neurons.","p156, right top","Spruston N, McBain C",Chapter 5: Structural and functional properties of hippocampal neurons,The Hippocampus Book,2007,978-0-19-510027-3,,,,
1006004,CA3 Pyr,CA1 Pyr,"Pyramidal neurons {CA3 CA3 (e)23223p (000S0) Pyramidal} in the CA3a subfield (closest to CA1) arborize primarily in the stratum oriens of CA1, whereas neurons in CA3c (closer to the hilus [of the dentate gyrus]) collateralize more extensively in the stratum radiatum of CA1 (Ishizuka et al., 1990; Li et al., 1994). In one complete reconstruction, the highest density of boutons in CA1 clustered about 600 to 800 [micro]m from the CA3 neuron in both the septal and temporal directions (Sik et al., 1993). These axons contribute to the Schaffer collateral inputs to CA1 pyramidal neurons. Another group of axon collaterals is localized in the stratum oriens and stratum radiatum of CA3, comprising the extensive associational connection common between CA3 pyramidal neurons.","p156, right top","Spruston N, McBain C",Chapter 5: Structural and functional properties of hippocampal neurons,The Hippocampus Book,2007,978-0-19-510027-3,,,,
1006006,CA3 Pyr,CA1 Pyr,"Although Schaffer collaterals are typically illustrated as extending only through the stratum radiatum, it should be emphasized that both the stratum radiatum and stratum oriens of CA1 are heavily innervated by CA3 axons. Thus, the Schaffer collaterals are as highly associated with the apical dendrites of CAI cells in the stratum radiatum as they are with the basal dendrites in the stratum oriens. Moreover, CA3 cells located at any particular septotemporal level distribute some of their collaterals to much of the full septotemporal extent of CA1.","p74, left bottom","Amaral D, Lavenex P",Hippocampal Neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,,,,
1006008,CA3 Pyr,CA1 Pyr,"To summarize, the CA3 to CA1 projection is the major input to CA1 pyramidal cells. The projection terminates on the basal dendrites in the stratum oriens and the apical dendrites in the stratum radiatum [of CA1].","p75, right top","Amaral D, Lavenex P",Hippocampal Neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,,,,
1006012,CA3 Bistratified,CA3 Pyr,"The axon of the bistratified cell sends collaterals into the stratum oriens and the deep portion of the stratum radiatum, where a dense terminal plexus is produced. These neurons generate an enormous axonal plexus, on the order of 80 mm in total length and generating up to 16,000 synaptic varicosities. The bistratified cells have axons that terminate on both the dendritic shafts and the dendritic spines of pyramidal cells {CA3 CA3 (e)23223p (000S0) Pyramidal}. Although the inputs to these cells have not been thoroughly investigated, their dendrites reside in the zone of associational connections in CA3 and the Schaffer collateral fibers in CA1.","p70, right top","Amaral D, Lavenex P",Hippocampal Neuroanatomy,The Hippocampus Book,2007,978-0-19-510027-3,,,,
1006014,CA3 Bistratified,CA3 Pyr,Figure 2. Morphological Substrate of Dendritic Inhibition (B) Morphology showed that the inhibitory cell axon established contacts exclusively with distal dendrites of the pyramidal cell. The pyramidal cell is drawn in red and the inhibitory cell in black.,"p816, Fig. 2","Miles R, Toth K, Gulyas AI, Hajos N, Freund TF",Differences between somatic and dendritic inhibition in the hippocampus.,Neuron,1996,8607999,,,,
1006020,CA3c Pyr,GC,"All CA3c neurons in this study sent axon collaterals into the hilus proper (zone 4). In addition, the present report provides direct evidence for the existence of a feedback projection of CA3c neurons to granule cells. Although this projection in the dorsal hippocampus may not be very powerful, in the ventral hippocampus it must play a significant role in the physiological processing of incoming information. In the dorsal hippocampus only one out of seven CA3c/zone 3 cells had axons that penetrated through the granule cell layer and terminated in the inner third of the molecular layer. The neuron (R82) was located at the proximal end of the CA3c pyramidal layer and all other labeled neurons were distal to it. In the ventral hippocampus, 3 out of 3 CA3 pyramidal cells {CA3c CA3c (e)03223p (000S0) Pyramidal} had extensive projections to the inner molecular layer. One of them (R60) was near the border of CA3c/Ca3b and had a moderate amount of axon collaterals in the suprapyramidal molecular layer. The other two neurons (R32 pair) were located close to the proximal end of CA3c. These cells projected to both the suprapyramidal and infrapyramidal parts of the molecular layer. The density of axons in the inner molecular layer was very high and in fact denser than the axon collaterals of intracellularly labeled ""mossy"" cells in vivo (Soltesz and Deschenes, '92).","p204, right middle","Li XG, Somogyi P, Ylinen A, Buzsaki G",The hippocampal CA3 network: an in vivo intracellular labeling study.,J Comp Neurol,1994,8300905,,,,
1006022,CA3 AA,CA3 Pyr,"FIG. 2. Two axo-axonic cells {CA3 CA3 (i)22232 (000S0) Axo-Axonic} in the CA3 area (AA[axo-axonic]2, AA3), reconstructed from four sections (80 [micro]m thick each). (A) The multipolar cell body of AA2 was located in stratum pyramidale. The dendrites ran in all directions in a horizontally elongated field, primarily in stratum oriens. Two primary dendrites penetrating stratum lucidum were cut. The axon arbor of the cell occupied the lower half of stratum pyramidale and the adjacent part of stratum oriens of the CA3a and b areas. (J3) The cell body of AA3 was located in stratum lucidum next to stratum pyramidale. The dendrites ran horizontally turning towards strata oriens and radiatum. The axon arbor was rather large, spread from CA3a to CA3c. and was slightly more superficially located than the arbor of AA2 but sparsely spread into stratum oriens. In CA3c the axon cloud became rather loose, similarly to the pyramidal cells. Here the characteristic rows of boutons are discernible. The inset on the left (on this and the subsequent figures) shows axons from a single 80 [micro]m thick section to illustrate the relative laminar position and bouton density. s.l., stratum lucidum; s.P., stratum pyramidale. Scale: 100 [micro]m","p1732, Fig. 2","Gulyas AI, Miles R, Hajos N, Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,Eur J Neurosci,1993,8124523,,,,
