Parent,Concept,Term,Resource Rank,Resource,Portal,Repository,Unique ID,Definition Link,Definition,protein_gene,human_rat,control
term_hippocampome_evidence,diffusion magnetic resonance imaging,diffusion magnetic resonance imaging,1,Neurolex,NIF,Neurolex,nlx_inv_090913,http://neurolex.org/wiki/Category:Diffusion_magnetic_resonance_imaging,A magnetic resonance imaging (MRI) method that produces in vivo images of biological tissues weighted with the local microstructural characteristics of water diffusion. The field of diffusion MRI can be understood in terms of two distinct classes of application Diffusion Weighted MRI and Diffusion Tensor MRI. http://en.wikipedia.org/wiki/Diffusion_MRI,,,
term_hippocampome_evidence,diluted,diluted,1,Neurolex,NIF,Neurolex,PATO_0001161,http://neurolex.org/wiki/Category:Diluted,A concentration which is relatively low.,,,
term_hippocampome_evidence,dinucleotide,dinucleotide,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,dinucleotide,http://www.merriam-webster.com/dictionary/dinucleotide,"a nucleotide consisting of two units each composed of a phosphate, a pentose, and a nitrogen base",,,
term_hippocampome_molecular_marker,Disc1,Disc1,1,Gene Ontology,Gene Ontology,AmiGO 2,"UniProtKB, F1LRZ8",http://amigo2.berkeleybop.org/amigo/gene_product/UniProtKB:F1LRZ8,Disrupted in schizophrenia 1 homolog; Symbol:Disc1; Type:protein; Taxon:Rattus norvegicus; Synonyms:F1LRZ8_RAT,,,
term_hippocampome_evidence,distal,distal,1,Neurolex,NIF,Neurolex,PATO_0001234,http://neurolex.org/wiki/Category:Distal_to,A relational spatial quality where an entity is located further from a more centrally located entity.,,,
term_petilla_morphological,distal dendrite,distal dendrite,1,Neurolex,NIF,Neurolex,nlx_154733,http://neurolex.org/wiki/Category:Distal_Dendrite,,,,
term_hippocampome_evidence,distinct,distinct,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,distinct,http://www.merriam-webster.com/dictionary/distinct,"different in a way that you can see, hear, smell, feel, etc. : noticeably different",,,
term_hippocampome_evidence,distribution,distribution,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,distribution,http://www.merriam-webster.com/dictionary/distribution,the pattern of branching and termination of a ramifying structure (as a nerve),,,
term_hippocampome_evidence,domain,domain,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,domain,http://www.merriam-webster.com/dictionary/domain,an area of knowledge or activity,,,
term_hippocampome_evidence,dorsal,dorsal,2,Merriam-Webster Medical,Merriam-Webster,Medical,dorsal,http://www.merriam-webster.com/medical/dorsal,"being or located near, on, or toward the upper surface of an animal (as a quadruped) opposite the lower or ventral surface",,,
term_hippocampome_evidence,duration,duration,1,Neurolex,NIF,Neurolex,PATO_0001309,http://neurolex.org/wiki/Category:Duration,A process quality inhering in a bearer by virtue of the bearer's magnitude of the temporal extent between the starting and ending point.,,,
term_hippocampome_molecular_marker,DYN,DYN,1,MeSH,NIH,MeSH,D004399,https://www.nlm.nih.gov/cgi/mesh/2016/MB_cgi?mode=&term=Dynorphins&field=entry,"A class of opioid peptides including dynorphin A, dynorphin B, and smaller fragments of these peptides. Dynorphins prefer kappa-opioid receptors ( RECEPTORS, OPIOID, KAPPA) and have been shown to play a role as central nervous system transmitters.",,,
term_hippocampome_molecular_marker,EAAT3,EAAT3,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:105083",http://amigo2.berkeleybop.org/amigo/gene_product/MGI:MGI:105083,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1; Symbol:Slc1a1; Type:protein; Taxon:Mus musculus; Synonyms:D130048G10Rik,EAAC1,EAAT3,MEAAC1",,,
term_hippocampome_evidence,EC,entorhinal cortex,1,Neurolex,NIF,Neurolex,birnlex_1508,http://neurolex.org/wiki/Category:Entorhinal_cortex,Component of the temporal lobe on the mesial surface. The rostral and caudal boundaries of the entorhinal cortex are the rostral end of the collateral sulcus and the caudal end of the amygdala respectively. The medial boundary is the medial aspect of the temporal lobe and the lateral boundary is the collateral sulcus.,,,
term_hippocampome_morphology,EC,EC,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,ENT,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=909&x=4593.599609375&y=3595.199951171875&zoom=-3&resolution=16.75&z=6,Entorhinal area,,,
term_hippocampome_morphology,EC:I,EC:I,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,ENTm1,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=526&x=4593.8671875&y=3595.199951171875&zoom=-3&resolution=16.75&z=5,"Entorhinal area, medial part, dorsal zone, layer 1",,,
term_hippocampome_morphology,EC:II,EC:II,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,ENTm2,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=543&x=4593.8671875&y=3595.199951171875&zoom=-3&resolution=16.75&z=5,"Entorhinal area, medial part, dorsal zone, layer 2",,,
term_hippocampome_morphology,EC:III,EC:III,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,ENTm3,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=664&x=4593.8671875&y=3595.199951171875&zoom=-3&resolution=16.75&z=5,"Entorhinal area, medial part, dorsal zone, layer 3",,,
term_hippocampome_morphology,EC:IV,EC:IV,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,ENTm4,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=712&x=4593.8671875&y=3595.199951171875&zoom=-3&resolution=16.75&z=5,"Entorhinal area, medial part, dorsal zone, layer 4",,,
term_hippocampome_morphology,EC:V,EC:V,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,ENTm5,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=727&x=4593.8671875&y=3595.199951171875&zoom=-3&resolution=16.75&z=5,"Entorhinal area, medial part, dorsal zone, layer 5",,,
term_hippocampome_morphology,EC:VI,EC:VI,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,ENTm6,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=743&x=4593.8671875&y=3595.199951171875&zoom=-3&resolution=16.75&z=5,"Entorhinal area, medial part, dorsal zone, layer 6",,,
term_hippocampome_evidence,ectopic hippocampus pyramidal cell,ectopic hippocampus pyramidal cell,2,Medical College of Wisconsin,Medical College of Wisconsin,Rat Genome Database,MP:0010011,http://rgd.mcw.edu/rgdweb/ontology/annot.html?acc_id=MP:0010011,the hippocampus pyramidal cell body resides in places other than the pyramidal cell layer of the hippocampus,,,
term_hippocampome_evidence,efferent,efferent,1,Neurolex,NIF,Neurolex,nlx_158400,http://neurolex.org/wiki/Category:Efferent,"A connection or a pathway away from a node. A node can be an individual neuron, a neuron class, a gray matter region, or a site. Both complementary terms, afferent and efferent, have been used by Unzer 1771, to denote toward or away from the central nervous system, or a non-neural tissue. Adapted from Swanson, 2014.",,,
term_hippocampome_evidence,electron microscopy imaging protocol,electron microscopy imaging protocol,1,Neurolex,NIF,Neurolex,birnlex_2237,http://neurolex.org/wiki/Category:Electron_microscopy_imaging_protocol,"Imaging protocol that employs any form of electron microscopy as the imaging assay, i.e., a protocol that forms images through the use of electrons (MM).",,,
term_hippocampome_evidence,electrophysiology,electrophysiology,1,Neurolex,NIF,Neurolex,nlx_inv_100625,http://neurolex.org/wiki/Category:Electrophysiology,"is the study of the electrical properties of biological cells and tissues. It involves measurements of voltage change or electric current on a wide variety of scales from single ion channel proteins to whole organs like the heart. In neuroscience, it includes measurements of the electrical activity of neurons, and particularly action potential activity.",,,
term_hippocampome_evidence,electrotonic potential,electrotonic potential,1,Neurolex,NIF,Neurolex,oen_0001276,http://neurolex.org/wiki/Category:Electrotonic_potential,"a passive or analog electrical potential, that decays in space and time according to the time and space constants.",,,
term_hippocampome_evidence,electrotonic potential,subthreshold potential,1,Neurolex,NIF,Neurolex,oen_0001276,http://neurolex.org/wiki/Category:Electrotonic_potential,"a passive or analog electrical potential, that decays in space and time according to the time and space constants.",,,
term_hippocampome_evidence,elicit,elicit,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,elicit,http://www.merriam-webster.com/dictionary/elicit,to draw forth or bring out (something latent or potential),,,
term_hippocampome_evidence,encephalin,encephalin,3,TheFreeDictionary,TheFreeDictionary,Medical Dictionary,encephalin,http://medical-dictionary.thefreedictionary.com/encephalin,"either of two naturally occurring pentapeptides (methionine enkephalin and leucine enkephalin) isolated from the brain, which have potent opiate-like effects and probably serve as neurotransmitters. They are classified as endorphins.",,,
term_hippocampome_evidence,endogenous opioid,endogenous opioid,3,TheFreeDictionary,TheFreeDictionary,Medical Dictionary,endogenous+opioid,http://medical-dictionary.thefreedictionary.com/endogenous+opioid,"an opiate-like substance, such as an endorphin, produced by the body. ...denoting naturally occurring peptides, e.g. enkephalins, that exert opiate-like effects by interacting with opiate receptors of cell membranes.",,,
term_hippocampome_evidence,endorphin,endorphin,2,Merriam-Webster Medical,Merriam-Webster,Medical,endorphin,http://www.merriam-webster.com/medical/endorphin,any of a group of endogenous peptides (as enkephalin and dynorphin) found especially in the brain that bind chiefly to opiate receptors and produce some of the same pharmacological effects (as pain relief) as those of opiates,,,
term_hippocampome_evidence,enhanced green fluorescent protein,EGFP,1,Neurolex,NIF,Neurolex,nlx_mol_20090612,http://neurolex.org/wiki/Category:Enhanced_green_fluorescent_protein,Variation of the green fluorescent protein with a point mutation with enhanced fluorescent yield relative to wild type GFP,,,
term_hippocampome_evidence,enhanced green fluorescent protein,enhanced green fluorescent protein,1,Neurolex,NIF,Neurolex,nlx_mol_20090612,http://neurolex.org/wiki/Category:Enhanced_green_fluorescent_protein,Variation of the green fluorescent protein with a point mutation with enhanced fluorescent yield relative to wild type GFP,,,
term_hippocampome_evidence,ENK,enkephalin,2,Merriam-Webster Medical,Merriam-Webster,Medical,enkephalin,http://www.merriam-webster.com/medical/enkephalin,either of two pentapeptides with opiate and analgesic activity that occur naturally in the brain and have a marked affinity for opiate receptors,,,
term_hippocampome_molecular_marker,ENK,ENK,1,MeSH,NIH,MeSH,D004745,https://www.nlm.nih.gov/cgi/mesh/2016/MB_cgi?mode=&term=Enkephalins&field=entry,Enkephalin; One of the three major families of endogenous opioid peptides. The enkephalins are pentapeptides that are widespread in the central and peripheral nervous systems and in the adrenal medulla.,,,
term_hippocampome_evidence,epifluorescence,epifluorescence,3,Oxford Dictionaries,Oxford Dictionaries,Definition,epifluorescence,http://www.oxforddictionaries.com/us/definition/american_english/epifluorescence,The fluorescence of an object in an optical microscope when irradiated from the viewing side.,,,
term_hippocampome_evidence,epilepsy,epilepsy,1,Neurolex,NIF,Neurolex,birnlex_12718,http://neurolex.org/wiki/Category:Epilepsy,"A disorder characterized by recurrent episodes of paroxysmal brain dysfunction due to a sudden, disorderly, and excessive neuronal discharge. Epilepsy classification systems are generally based upon: (1) clinical features of the seizure episodes (e.g., motor seizure), (2) etiology (e.g., post-traumatic), (3) anatomic site of seizure origin (e.g., frontal lobe seizure), (4) tendency to spread to other structures in the brain, and (5) temporal patterns (e.g., nocturnal epilepsy) (MeSH).",,,
term_hippocampome_evidence,epilepsy,epileptic seizure,1,Neurolex,NIF,Neurolex,birnlex_12718,http://neurolex.org/wiki/Category:Epilepsy,"A disorder characterized by recurrent episodes of paroxysmal brain dysfunction due to a sudden, disorderly, and excessive neuronal discharge. Epilepsy classification systems are generally based upon: (1) clinical features of the seizure episodes (e.g., motor seizure), (2) etiology (e.g., post-traumatic), (3) anatomic site of seizure origin (e.g., frontal lobe seizure), (4) tendency to spread to other structures in the brain, and (5) temporal patterns (e.g., nocturnal epilepsy) (MeSH).",,,
term_hippocampome_molecular_marker,ErbB4,ErbB4,1,Gene Ontology,Gene Ontology,AmiGO 2,"UniProtKB, Q62956",http://amigo2.berkeleybop.org/amigo/gene_product/UniProtKB:Q62956,"Receptor tyrosine-protein kinase erbB-4; Symbol:Erbb4; Type:protein; Taxon:Rattus norvegicus; Synonyms:ERBB4_RAT,Tyro-2",,,
term_hippocampome_evidence,evidence,evidence,3,Cambridge Dictionaries,Cambridge Dictionaries,Dictionary,evidence,http://dictionary.cambridge.org/us/dictionary/english/evidence,anything that _helps to _prove that something is or is not _true,,,
term_hippocampome_evidence,evoked EPSP,evoked EPSP,1,Neurolex,NIF,Neurolex,nlx_qual_20090504,http://neurolex.org/wiki/Category:Evoked_Excitatory_post_synaptic_potential,An EPSP that was evoked by an action potential invading a presynaptic axon.  This is as opposed to a spontaneous EPSP.,,,
term_petilla_physiological,evoked EPSP,Evoked EPSP,1,Neurolex,NIF,Neurolex,nlx_qual_20090504,http://neurolex.org/wiki/Category:Evoked_Excitatory_post_synaptic_potential,An EPSP that was evoked by an action potential invading a presynaptic axon.  This is as opposed to a spontaneous EPSP.,,,
term_petilla_physiological,evoked IPSC,Evoked,1,Neurolex,NIF,Neurolex,nlx_322,http://neurolex.org/wiki/Category:Evoked_inhibitory_postsynaptic_current,"An IPSC that is the result of an action potential invading a presynaptic inhibitory axon, as opposed to a spontaneous IPSC",,,
term_petilla_physiological,evoked IPSP,Evoked IPSP,1,Neurolex,NIF,Neurolex,nlx_qual_20090506,http://neurolex.org/wiki/Category:Evoked_inhibitory_postsynaptic_potential,"An IPSP that is the result of an action potential invading a presynaptic inhibitory axon, as opposed to a spontaneous IPSP",,,
term_hippocampome_evidence,excitatory post synaptic potential,EPSP,1,Neurolex,NIF,Neurolex,oen_0001262,http://neurolex.org/wiki/Category:Excitatory_post_synaptic_potential,"A temporary change in postsynaptic membrane potential, usually a depolarization, resulting from presynaptic release of neurotransmitter. This is usually due to the flow of positively charged ions into the postsynaptic cell, but can also be due to a reduction in negatively charged ionic current or the turning off of a potassium current. An EPSP generally increases the likelihood of action potential discharge in the postsynaptic neuron. In common usage, the EPSP typically refers to an evoked EPSP.",,,
term_hippocampome_evidence,excitatory post synaptic potential,excitatory post synaptic potential,1,Neurolex,NIF,Neurolex,oen_0001262,http://neurolex.org/wiki/Category:Excitatory_post_synaptic_potential,"A temporary change in postsynaptic membrane potential, usually a depolarization, resulting from presynaptic release of neurotransmitter. This is usually due to the flow of positively charged ions into the postsynaptic cell, but can also be due to a reduction in negatively charged ionic current or the turning off of a potassium current. An EPSP generally increases the likelihood of action potential discharge in the postsynaptic neuron. In common usage, the EPSP typically refers to an evoked EPSP.",,,
term_petilla_physiological,excitatory post synaptic potential,Postsynaptic responses: - EPSP,1,BIOPORTAL,BIOPORTAL,Neural ElectroMagnetic Ontologies,NEMO_1931000,http://bioportal.bioontology.org/ontologies/45141?p=terms&conceptid=NEMO_1931000,An excitatory postsynaptic potential (EPSP) is a graded change in the membrane potential of a postsynaptic cell produced by a synaptic input that increases the probability that the cell will fire an action potential.,,,
term_petilla_physiological,excitatory post synaptic potential,Postsynaptic responses: - EPSP,1,MeSH,NCBI,MeSH,D019706,http://www.nlm.nih.gov/cgi/mesh/2011/MB_cgi?mode=&index=18309&field=all&HM=&II=&PA=&form=&input=,Depolarization of membrane potentials at the SYNAPTIC MEMBRANES of target neurons during neurotransmission. Excitatory postsynaptic potentials can singly or in summation reach the trigger threshold for ACTION POTENTIALS.,,,
