Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Parameter,Parameter_ID,Name of file containing figure,Protocol_tag,FTQ_ID,Figure/Table,Quote reference id,Interpretation notes figures
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,sag,10,Mercer-Thomson-2007-7329-JNeurosci-Fig5C-Cell3007-sag.jpeg,,10503,ephys_figure,300710128510503,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,sAHP,09,Mercer-Thomson-2007-7329-JNeurosci-Fig5C-Cell3007-sAHP.jpeg,,10503,ephys_figure,300709128510503,
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,Vthresh,04,Mercer-Thomson-2007-7329-JNeurosci-Fig5C-Cell3007-Vthresh.jpeg,,10503,ephys_figure,300704128510503,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,maxFR,08,Mercer-Thomson-2007-7329-JNeurosci-Fig5C-Cell3007-maxFR.jpeg,,10503,ephys_figure,300708128510503,
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,APampl,06,Mercer-Thomson-2007-7329-JNeurosci-Tab2-Cell3007-APampl.jpeg,,20200,ephys_table,300706128520200,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,APwidth,07,Mercer-Thomson-2007-7329-JNeurosci-Tab2-Cell3007-APwidth.jpeg,,20200,ephys_table,300707128520200,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,fAHP,05,Mercer-Thomson-2007-7329-JNeurosci-Tab2-Cell3007-fAHP.jpeg,,20200,ephys_table,300705128520200,
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,Rin,02,Mercer-Thomson-2007-7329-JNeurosci-Tab2-Cell3007-Rin.jpeg,,20200,ephys_table,300702128520200,
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,sag,10,Mercer-Thomson-2007-7329-JNeurosci-Tab2-Cell3007-sag.jpeg,,20200,ephys_table,300710128520200,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,tau,03,Mercer-Thomson-2007-7329-JNeurosci-Tab2-Cell3007-tau.jpeg,,20200,ephys_table,300703128520200,
"Mercer A, Trigg HL, Thomson AM.",Characterization of neurons in the CA2 subfield of the adult rat hippocampus.,Journal of Neuroscience,2007,17611285,3007,Vrest,01,Mercer-Thomson-2007-7329-JNeurosci-Tab2-Cell3007-Vrest.jpeg,,20200,ephys_table,300701128520200,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,APampl,06,Mercer-Thomson-2012-1758-Hippocampus-Fig3A-Cell3008-APampl-bot.jpeg,bot,10301,ephys_figure,300806134510301,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,fAHP,05,Mercer-Thomson-2012-1758-Hippocampus-Fig3A-Cell3008-fAHP-bot.jpeg,bot,10301,ephys_figure,300805134510301,
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,sag,10,Mercer-Thomson-2012-1758-Hippocampus-Fig3A-Cell3008-sag-bot.jpeg,bot,10301,ephys_figure,300810134510301,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,sAHP,09,Mercer-Thomson-2012-1758-Hippocampus-Fig3A-Cell3008-sAHP-top.jpeg,top,10301,ephys_figure,300809134510301,
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,Vthresh,04,Mercer-Thomson-2012-1758-Hippocampus-Fig3A-Cell3008-Vthresh-bot.jpeg,bot,10301,ephys_figure,300804134510301,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,maxFR,08,Mercer-Thomson-2012-1758-Hippocampus-Fig3A-Cell3008-maxFR.jpeg,,10301,ephys_figure,300808134510301,
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,APwidth,07,Mercer-Thomson-2012-1758-Hippocampus-Tab1-Cell3008-APwidth.jpeg,,20100,ephys_table,300807134520100,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,Rin,02,Mercer-Thomson-2012-1758-Hippocampus-Tab1-Cell3008-Rin.jpeg,,20100,ephys_table,300802134520100,
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,sag,10,Mercer-Thomson-2012-1758-Hippocampus-Tab1-Cell3008-sag.jpeg,,20100,ephys_table,300810134520100,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,tau,03,Mercer-Thomson-2012-1758-Hippocampus-Tab1-Cell3008-tau.jpeg,,20100,ephys_table,300803134520100,
"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,3008,Vrest,01,Mercer-Thomson-2012-1758-Hippocampus-Tab1-Cell3008-Vrest.jpeg,,20100,ephys_table,300801134520100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Chevaleyre V, Siegelbaum SA.",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop.,Neuron,2010,20510860,4000,APampl,06,Chevaleyre-Siegelbaum-2010-560-Neuron-Tab1-Cell4000-APampl.jpeg,,20100,ephys_table,400006086020100,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Chevaleyre V, Siegelbaum SA.",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop.,Neuron,2010,20510860,4000,APwidth,07,Chevaleyre-Siegelbaum-2010-560-Neuron-Tab1-Cell4000-APwidth.jpeg,,20100,ephys_table,400007086020100,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Chevaleyre V, Siegelbaum SA.",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop.,Neuron,2010,20510860,4000,Rin,02,Chevaleyre-Siegelbaum-2010-560-Neuron-Tab1-Cell4000-Rin.jpeg,,20100,ephys_table,400002086020100,
"Chevaleyre V, Siegelbaum SA.",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop.,Neuron,2010,20510860,4000,sag,10,Chevaleyre-Siegelbaum-2010-560-Neuron-Tab1-Cell4000-sag.jpeg,,20100,ephys_table,400010086020100,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Chevaleyre V, Siegelbaum SA.",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop.,Neuron,2010,20510860,4000,Vrest,01,Chevaleyre-Siegelbaum-2010-560-Neuron-Tab1-Cell4000-Vrest.jpeg,,20100,ephys_table,400001086020100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Fernandez FR, Broicher T, Truong A, White JA",Membrane voltage fluctuations reduce spike frequency adaptation and preserve output gain in CA1 pyramidal neurons in a high-conductance state,Journal of Neuroscience,2011,21389243,4000,maxFR,08,Fernandez-White-2011-3880-v31-n10-JNeurosci-Fig1B-Cell4000-maxFR.jpeg,,10102,ephys_figure,400008924310102,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4000,fAHP,05,Kirson-Yaari-2000-4844-JNeurosci-Fig2Ab-Cell4000-fAHP.jpeg,,10201,ephys_figure,400005494110201,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4000,sAHP,09,Kirson-Yaari-2000-4844-JNeurosci-Fig2Ab-Cell4000-sAHP.jpeg,,10201,ephys_figure,400009494110201,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4000,maxFR,08,Kirson-Yaari-2000-4844-JNeurosci-Fig2Ab-Cell4000-maxFR.jpeg,,10201,ephys_figure,400008494110201,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4000,APampl,06,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4000-APampl.jpeg,,20100,ephys_table,400006494120100,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4000,APwidth,07,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4000-APwidth.jpeg,,20100,ephys_table,400007494120100,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4000,Rin,02,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4000-Rin.jpeg,,20100,ephys_table,400002494120100,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4000,tau,03,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4000-tau.jpeg,,20100,ephys_table,400003494120100,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4000,Vrest,01,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4000-Vrest.jpeg,,20100,ephys_table,400001494120100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4000,Vthresh,04,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4000-Vthresh.jpeg,,20100,ephys_table,400004494120100,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Moore SJ, Throesch BT, Murphy GG",Of mice and intrinsic excitability: genetic background affects the size of the postburst afterhyperpolarization in CA1 pyramidal neurons,Journal of Neurophysiology,2011,21697442,4000,sAHP,09,Moore-Murphy-2011-1570-v106-JNeurophysiol-Fig1-Cell4000-sAHP.jpeg,,10100,ephys_figure,400009744210100,
"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,4000,Vthresh,04,Routh-Chitwood-2009-2288-JNeurophysiol-Fig5B-Cell4000-Vthresh-m1.jpeg,m1,10502,ephys_figure,400004529610502,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,4000,Vthresh,04,Routh-Chitwood-2009-2288-JNeurophysiol-Fig5B-Cell4000-Vthresh-mC.jpeg,mC,10502,ephys_figure,400004529610502,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,4000,Vthresh,04,Routh-Chitwood-2009-2288-JNeurophysiol-Fig5B-Cell4000-Vthresh-r.jpeg,r,10502,ephys_figure,400004529610502,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,4000,Rin,02,Routh-Chitwood-2009-2288-JNeurophysiol-Tab1-Cell4000-Rin-m1.jpeg,m1,20100,ephys_table,400002529620100,
"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,4000,Rin,02,Routh-Chitwood-2009-2288-JNeurophysiol-Tab1-Cell4000-Rin-mC.jpeg,mC,20100,ephys_table,400002529620100,
"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,4000,Rin,02,Routh-Chitwood-2009-2288-JNeurophysiol-Tab1-Cell4000-Rin-r.jpeg,r,20100,ephys_table,400002529620100,
"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,4000,tau,03,Routh-Chitwood-2009-2288-JNeurophysiol-Tab1-Cell4000-tau-m1.jpeg,m1,20100,ephys_table,400003529620100,
"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,4000,tau,03,Routh-Chitwood-2009-2288-JNeurophysiol-Tab1-Cell4000-tau-mC.jpeg,mC,20100,ephys_table,400003529620100,
"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,4000,tau,03,Routh-Chitwood-2009-2288-JNeurophysiol-Tab1-Cell4000-tau-r.jpeg,r,20100,ephys_table,400003529620100,
"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,4000,Vrest,01,Routh-Chitwood-2009-2288-JNeurophysiol-Tab1-Cell4000-Vrest-m1.jpeg,m1,20100,ephys_table,400001529620100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
