ReferenceID,CellID,CellType,Material Used,Location in reference,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Area,Soma_state,Soma,Species,Strain,Type,Gender,Age,Slice,Recording,Labeled,Markers,Input,Output,Sections
800380,4004,,"""Figure 3. In vivo firing patterns and visualization of a CCK-expressing perforant-path- associated cell (T82e). ... B, Reconstruction of the soma and dendrites (orange) is shown complete; the axon (yellow) is shown from selected series of sections as indicated (bottom section number marks more caudal position). Scale bar (same for all 3 projections), 100 [micro]m.""","p9785, Fig3B",,"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-
Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,0,CA1,Erased,SLM,Rat,SD,Wildtype,Male,250-350g,,,Neurobiotin 1.5%,CCK,,,12 of 65 thick
800382,4011,,"""Figure 6. Axodendritic distribution and molecular profile of neurogliaform cells recorded in vivo. ... B, Partial reconstruction of the neurogliaform cell (T126c). Top: soma and dendrites complete (orange), axonal arborization (yellow) only from 5 coronal sections (60 [micro]m). Note the dendrites biased to stratum lacunosum-moleculare (SLM).""","p1602, Fig6B",,"Fuentealba P, Klausberger T, Karayannis T, Suen WY, Huck J, Tomioka R, Rockland K, Capogna M, Studer M, Morales M, Somogyi P",Expression of COUP-TFII Nuclear Receptor in Restricted GABAergic Neuronal Populations in the Adult Rat Hippocampus,The Journal of Neuroscience,2010,20130170,0,CA1,Erased,SLM,Rat,SD,Wildtype,Male,250-350g,Coronal,Whole Cell,Biocytin 5mg/ml,,,,5 of 60 thick
800384,4011,,"""Figure 1. Reconstruction of NG cells in the SLM of area CA1. A, Reconstruction of an NG cell (P18) illustrating dendrites (black) and axons (gray). ... Note that the dendrites and axons cross the hippocampal fissure and extend both into the molecular layer of the dentate gyrus and the SLM of area CA1.""","p6778, Fig1A",,"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,The Journal of Neuroscience,2005,16033887,0,CA1,Erased,SLM,Rat,SD,Wildtype,NS,12-21 PD,Horizontal,Whole Cell,Biocytin 0.5%,"GAD 67/65, PV and VIP(-)",Perforant path,,
800386,2047,,"""FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm""","p1731, Fig1D",,"Guly�s A, Mlles R, H�jos N, Freund T F",Precision and Variability in Postsynaptic Target Selection of Inhibitory Cells in the Hippocampal CA3 Region,European Journal of Neuroscience,1993,8124523,,CA3,Erased,SP,Guinea pig,,Wildtype,,,450,Intracellular,Biocytin,DAB,,,4-5 (80um)
800388,6094,,"""Figure 3. Identified Neurons from the Superficial Layers of Medial Entorhinal Cortex
(A) Reconstruction of the dendritic (red) and axonal (blue) morphology of a layer 2 spiny stellate neuron with a superimposed outline of cytochrome oxidase activity stain that identified small layer 2 (light brown) and a pair of large patches (dark brown) in this parasagittal section. Centrifugal axonal projection is indicated. The dashed line demarcates the border of medial entorhinal cortex with retrosplenial cortex (RS ctx). D, dorsal; V, ventral; A, anterior; P, posterior.""","p776, Fig 3A",,"Burgalossi A, Herfst L, von Heimendahl M, F�rste H, Haskic K, Schmidt M, Brecht M",Microcircuits of Functionally Identified Neurons in the Rat Medial Entorhinal Cortex,Neuropn,2011,21609831,,EC,Erased,LII,Rat,Wistar,Wildtype,NS,30-50 PD,,Juxtacellular,Biocytin,,,,
800390,6005,,"""Figure 5. Identified Neuron from a Large Patch (A) Reconstruction of the dendritic (red) and axonal (green) morphology of a cell recorded from a large patch with a superimposed outline of cytochrome oxidase activity stain that identified small layer 2 (light brown) and largepatches (dark brown) in this parasagittal section. The centripetal axonal projection is indicated. The dashed line demarcates the border of medial entorhinal cortex with retrosplenial cortex (RS ctx). D, dorsal; V, ventral; A, anterior; P, posterior.""","p779, Fig 5A",,"Burgalossi A, Herfst L, von Heimendahl M, F�rste H, Haskic K, Schmidt M, Brecht M",Microcircuits of Functionally Identified Neurons in the Rat Medial Entorhinal Cortex,Neuropn,2011,21609831,,EC,Erased,LII,Rat,Wistar,Wildtype,NS,30-50 PD,,Juxtacellular,Biocytin,,,,
800392,6033,,"""Figure 4. Identified Neurons from the Deep Layers of Medial Entorhinal Cortex (A) Reconstruction of the dendritic (red) and axonal (blue) morphology of a layer 5 pyramidal neuron with a superimposed outline of cytochrome oxidase activity stain that identified small layer 2 (light brown) and large patches (dark brown) in this parasagittal section. The dashed line demarcates the border of medial entorhinal cortex with retrosplenial cortex (RS ctx). D, dorsal; V, ventral; A, anterior; P, posterior.""","p778, Fig 4A",,"Burgalossi A, Herfst L, von Heimendahl M, F�rste H, Haskic K, Schmidt M, Brecht M",Microcircuits of Functionally Identified Neurons in the Rat Medial Entorhinal Cortex,Neuropn,2011,21609831,,EC,Erased,LII,Rat,Wistar,Wildtype,NS,30-50 PD,,Juxtacellular,Biocytin,,,,
800394,6052,,"""Figure 4. Identified Neurons from the Deep Layers of Medial Entorhinal Cortex (F�J) Recording from a layer 6 multipolar neuron. Conventions are the same in (A)/(F), (B)/(G), (C)/(H), (D)/(I), and (E)/(J), respectively. Scale bar is the same for (A) and (F). Axon thickness has been increased for display purposes.""","p778, Fig 4F",,"Burgalossi A, Herfst L, von Heimendahl M, F�rste H, Haskic K, Schmidt M, Brecht M",Microcircuits of Functionally Identified Neurons in the Rat Medial Entorhinal Cortex,Neuropn,2011,21609831,,EC,Erased,VI,Rat,Wistar,Wildtype,NS,30-50 PD,,Juxtacellular,Biocytin,,,,
800396,6008,,"""Figure 1. Anatomical properties of EC principal neurons. Three-dimensional reconstruction of the dendrites (yellow) and axon arbor (red) of in vivo filled EC2 stellate neuron and EC3 and EC5 pyramidal cells. Each reconstruction was drawn from successive sagittal sections, the outlines of which are indicated by gray lines (top row). Bottomrow, Superimposed (n=6, 23, and 51 for EC2, EC3, and EC5 neurons, respectively) sections to illustrate the layer distribution of dendrites and axons. WM, White matter. Note that most axon collaterals of the EC2 stellate neuron are confined to EC1, the axon tree of the EC5 cell occupies mostly EC5 and EC3, whereas the relatively sparse axon collaterals of the EC3 neuron span nearly equally all layers.""","p11130, Fig1 middle",,"Quilichini P, Sirota A, Buzs�ki G.",Intrinsic Circuit Organization and Theta�Gamma Oscillation Dynamics in the Entorhinal Cortex of the Rat,The Journal of Neuroscience,2010,20720120,,EC,Erased,LIII,Rat,SD,Wildtype,Male,250-400g,Sagital,intracellular,Biocytin,,,,
800398,6082,,"""Figure 1. Anatomical properties of EC principal neurons. Three-dimensional reconstruction of the dendrites (yellow) and axon arbor (red) of in vivo filled EC2 stellate neuron and EC3 and EC5 pyramidal cells. Each reconstruction was drawn from successive sagittal sections, the outlines of which are indicated by gray lines (top row). Bottomrow, Superimposed (n=6, 23, and 51 for EC2, EC3, and EC5 neurons, respectively) sections to illustrate the layer distribution of dendrites and axons. WM, White matter. Note that most axon collaterals of the EC2 stellate neuron are confined to EC1, the axon tree of the EC5 cell occupies mostly EC5 and EC3, whereas the relatively sparse axon collaterals of the EC3 neuron span nearly equally all layers.""","p11130, Fig1 left",,"Quilichini P, Sirota A, Buzs�ki G.",Intrinsic Circuit Organization and Theta�Gamma Oscillation Dynamics in the Entorhinal Cortex of the Rat,The Journal of Neuroscience,2010,20720120,,EC,Erased,LIII,Rat,SD,Wildtype,Male,250-400g,Sagital,intracellular,Biocytin,,,,
800400,6095,,"""Figure 1. Anatomical properties of EC principal neurons. Three-dimensional reconstruction of the dendrites (yellow) and axon arbor (red) of in vivo filled EC2 stellate neuron and EC3 and EC5 pyramidal cells. Each reconstruction was drawn from successive sagittal sections, the outlines of which are indicated by gray lines (top row). Bottomrow, Superimposed (n=6, 23, and 51 for EC2, EC3, and EC5 neurons, respectively) sections to illustrate the layer distribution of dendrites and axons. WM, White matter. Note that most axon collaterals of the EC2 stellate neuron are confined to EC1, the axon tree of the EC5 cell occupies mostly EC5 and EC3, whereas the relatively sparse axon collaterals of the EC3 neuron span nearly equally all layers.""","p11130, Fig1 rigth",,"Quilichini P, Sirota A, Buzs�ki G.",Intrinsic Circuit Organization and Theta�Gamma Oscillation Dynamics in the Entorhinal Cortex of the Rat,The Journal of Neuroscience,2010,20720120,,EC,Erased,LV,Rat,SD,Wildtype,Male,250-400g,Sagital,intracellular,Biocytin,,,,
800402,6003,,"""Figure 5. Organization of Stellate Cell Morphology along the Dorsal-Ventral Axis of the MEC Does Not Fully Account for the Dorsal-Ventral
Organization of Integrative Properties (A) Parasagittal outline of the caudal brain illustrating the location of example stellate cells from the dorsal and ventral poles of the MEC. (B and C) Neurolucida reconstructions and photomicrographs (inset) of the dorsally (B) and ventrally (C) located stellate cells from (A). Scale bars are 500 mm(A) and 100 mm(B and C).""","p881, Fig 5B",,"Garden DL, Dodson PD, O'Donnell C, White MD, Nolan MF.",Tuning of synaptic integration in the medial entorhinal cortex to the organization of grid cell firing fields,Neuron,2008,19081381,,EC,Erased,,Mice,C57/BL6,Wildtype,NS,36-88 PD,Horizontal,Whole cell ,Biocytin,,,,
800404,6003,,"""Figure 5. Organization of Stellate Cell Morphology along the Dorsal-Ventral Axis of the MEC Does Not Fully Account for the Dorsal-Ventral
Organization of Integrative Properties (A) Parasagittal outline of the caudal brain illustrating the location of example stellate cells from the dorsal and ventral poles of the MEC. (B and C) Neurolucida reconstructions and photomicrographs (inset) of the dorsally (B) and ventrally (C) located stellate cells from (A). Scale bars are 500 mm(A) and 100 mm(B and C).""","p881, Fig 5C",,"Garden DL, Dodson PD, O'Donnell C, White MD, Nolan MF.",Tuning of synaptic integration in the medial entorhinal cortex to the organization of grid cell firing fields,Neuron,2008,19081381,,EC,Erased,,Mice,C57/BL6,Wildtype,NS,36-88 PD,Horizontal,Whole cell ,Biocytin,,,,
800406,6017,,"""Figure 2. Intrinsic properties of ST and PYR Cells.(D) A 3D reconstruction of an EC biocytin filled PYR neuron with soma (in white) located in LIII and dendrites shown in green and axon in gray. Inset (in red) depicts the magnified details of dendrites.""","p3192, Fig2D",,"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, Zagha EW, Hasselmo ME, McCormick DA",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,,EC,Erased,LIII,Mouse,transgenic ,,Both,12-18PD,Horizontal,Whole cell,Biocytin,,,,
800408,6040,,"""Figure 3. Intrinsic properties of RCan2+ interneurons. (A) Neurolucida 3D reconstruction of an EC RCan2+ interneuron with dendrites (in green), soma (in white), and axon (in gray). Insets show fine morphological details (e.g., branch diameter, in red) for proximal and distal branches.""","p3193, Fig3A",,"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, Zagha EW, Hasselmo ME, McCormick DA",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,,EC,Erased,LIII,Mouse,transgenic Rcan2-EGFP,,Both,12-18PD,Horizontal,Whole cell,Biocytin,,,,
800410,6038,,"""Figure 4. Intrinsic properties of SOM+ interneurons. (A) Neuronal 3D reconstruction of an EC SOM+ (GIN) interneuron with dendrites (in green), soma (in white), and axon (in gray). Insets show fine morphological details (e.g., tapering axon, as highlighted by red arrows).""","p3195, Fig4A",,"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, Zagha EW, Hasselmo ME, McCormick DA",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,,EC,Erased,LIII,Mouse,transgenic FVB-Tg(GadGFP) 45704 Swn/J,,Both,12-18PD,Horizontal,Whole cell,Biocytin,,,,
800412,6053,,"""Figure 6. Intrinsic properties of NPY+ interneurons. (A1) Computer-aided 3D reconstruction of a NPY+�NGF interneuron color coded for soma (in white), dendrites (in green), and axon (in gray).""","p3192, Fig6A",,"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, Zagha EW, Hasselmo ME, McCormick DA",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,,EC,Erased,LII,Mouse,transgenic B6.FVB-Tg(Npy-hrGFP)1Lowl/J,,Both,12-18PD,Horizontal,Whole cell,Biocytin,,,,
800414,6086,,"""Fig. 8. Two examples of polymorphic neurons. A: Photomicrograph depicting a typical polymorphic neuron. B: Digitally reconstructed drawing of the same neuron is shown. Note the axon crossing into the lateral aspect of the angular bundle. The inset indicates the position of this neuron in the slice.""","p57, Fig8B",,"Hamam BN, Amaral DG, Alonso AA.",Morphological and electrophysiological characteristics of layer V neurons of the rat lateral entorhinal cortex.,THE JOURNAL OF COMPARATIVE NEUROLOGY,2002,12209840,,EC,Erased,V,Rat,Long Evans,Wildtype,male,150-300g,Horizontal,Intracellular,Biocytin,,,,
800416,6086,,"""FIG. 4. Properties of deep layer nonpyramidal projection neurons. (Aa) and Ba) Axonal and dendritic morphology of the neurons. For better visualization, the soma and dendrites are drawn in black, the axon is drawn in red. For abbreviations, see Fig. 1A. Open arrows point to the origin of the axons. (Aa) Camera lucida reconstruction of a vertical bipolar cell with a soma located in layer IV. The axon which started from the �at side of the soma reaches the molecular layer of the DG. Note the axonal arborization to the super�cial layers.""","p418, Fig 4Aa",,"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,,EC,Erased,IV,Rat,Wistar,Wildtype,NS,3-7 Weeks,Horizontal,Whole cell,Biocytin,,,,
800418,6086,,"""FIG. 4. Properties of deep layer nonpyramidal projection neurons. (Aa) and Ba) Axonal and dendritic morphology of the neurons. For better visualization, the soma and dendrites are drawn in black, the axon is drawn in red. (Ba) Camera lucida reconstruction of a multipolar neuron with a soma located in layer V and an axon that reached the molecular layer of the DG. Note the axonal arborization that reaches layer III.""","p418, Fig 4Ba",,"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,,EC,Erased,IV,Rat,Wistar,Wildtype,NS,3-7 Weeks,Horizontal,Whole cell,Biocytin,,,,
800420,6021,,"""Figure 4. Glutamatergic Projections from L2SCs Selectively Target Neurons in L5b (A) Examples of responses of neurons in each layer to activation of L2SCs (left). Photostimulation (blue bar) of L2SCs evoked PSPs in many L5b principal cells while cells in layers 3, 5a, and 6 were typically not responsive. For each cell, its response to injected current steps (middle) and its morphology (right) are also shown. Dendrites and axons are colored in black and red, respectively.""","p1046, Fig 4A-L5b",,"S�rmeli G, Marcu DC, McClure C, Garden DLF, Pastoll H, Nolan MF.",Molecularly Defined Circuitry Reveals Input-Output Segregation in Deep Layers of the Medial Entorhinal Cortex,Neuron,2015,26606996,,EC,erased,,Mouse,C57BL6,,both,6-10 weeks,Horizontal,Whole cell,biocytin],,,,
800422,6021,,"""Fig. 1. Morphological subtypes in lateral entorhinal area (LEA) layer V. A: Digitally reconstructed examples of pyramidal, horizontal, and polymorphic neurons. The different layers of the entorhinal cortex are also indicated for each example.""","p48, Fig1A",,"Hamam BN, Amaral DG, Alonso AA.",Morphological and electrophysiological characteristics of layer V neurons of the rat lateral entorhinal cortex.,THE JOURNAL OF COMPARATIVE NEUROLOGY,2002,12209840,,EC,Erased,V,Rat,Long Evans,Wildtype,male,150-300g,Horizontal,Intracellular,Biocytin,,,,
800424,6021,,"""Fig. 4. Some pyramidal neurons display time-dependent inward rectification. A: Low-power photomicrograph of a pyramidal neuron with a small cell body. Scale bars   100 �m. The inset indicates the position of the neuron in the horizontal slice. Scale bars   1 mm. B: Digital reconstruction of the neuron in A. Scale bar   100 �m.""","p52, Fig4B",,"Hamam BN, Amaral DG, Alonso AA.",Morphological and electrophysiological characteristics of layer V neurons of the rat lateral entorhinal cortex.,THE JOURNAL OF COMPARATIVE NEUROLOGY,2002,12209840,,EC,Erased,V,Rat,Long Evans,Wildtype,male,150-300g,Horizontal,Intracellular,Biocytin,,,,
800426,6021,,"""Fig. 5. Some pyramidal neurons have star-shaped soma. B: Three-dimensional reconstruction of the neuron in A. Scale bar   100 �m. The inset is an expansion of the somatic area showing in detail the star-like morphology of the cell body. Scale bar   20 �m.""","p53, Fig5B",,"Hamam BN, Amaral DG, Alonso AA.",Morphological and electrophysiological characteristics of layer V neurons of the rat lateral entorhinal cortex.,THE JOURNAL OF COMPARATIVE NEUROLOGY,2002,12209840,,EC,Erased,V,Rat,Long Evans,Wildtype,male,150-300g,Horizontal,Intracellular,Biocytin,,,,
800428,6002,,"""FIG. 3. Morphological and physiological properties of deep layer pyramidal neurons without oscillatory properties.  (B) Camera lucida reconstruction of the pyramidal neuron shown in A. For better visualization, the soma and dendrites are drawn in black; the axon is drawn in red. The axon perforates the subiculum, the outer and inner molecular layer and reaches the granule cell layer of the DG. In addition, after leaving the soma, the main axon gives rise to some ascending collaterals to the superficial layers one of which reached its own dendrite arbor in layer I�II.""","p417, Fig 3B",,"Gloveli T, Dugladze T, Schmitz D, Heinemann U.",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,,EC,Erased,V,Rat,Wistar,Wildtype,NS,3-7 Weeks,Horizontal,Whole cell,Biocytin,,,,
800430,6053,,"""Figure 7. NPY interneurons are not activated during the Up state. A1, Computer-aided reconstruction of a representative NGF NPY interneuron. Soma and dendrites are in black; axon and collaterals are in red. The inset illustrates the location of the same neuron in the slice. RF, Rhinal fissure.""","p417, Fig 7A1",,"Tahvildari B, W�lfel M, Duque A, McCormick DA.",Selective Functional Interactions between Excitatory and Inhibitory Cortical Neurons and Differential Contribution to Persistent Activity of the Slow Oscillation,The Journal of Neuroscience,2012,22933799,,EC,Erased,LII,mouse,NPY [B6.FVBTg(,,both,12-18 PD,Horizontal,Whole cell,Biocytin,,,,
800432,6040,,"""Figure 4. Fast-spiking interneurons are strongly activated during Up states. A, Computer-aided reconstruction of a representative fast-spiking (RCan2-EGFP) interneuron. Soma and dendrites are in black; axon and collaterals are in red. The inset shows the location of the same neuron in the slice. Borders of cortical layers are shown by dotted lines. RF, Rhinal fissure. This neuron had the morphology typical of a basket cell.""","p12170, Fig 4A",,"Tahvildari B, W�lfel M, Duque A, McCormick DA.",Selective Functional Interactions between Excitatory and Inhibitory Cortical Neurons and Differential Contribution to Persistent Activity of the Slow Oscillation,The Journal of Neuroscience,2012,22933799,,EC,Erased,LIII,mouse,STOCK Tg (Rcan2-EGFP) EI79Gsat,,both,12-18 PD,Horizontal,Whole cell,Biocytin,,,,
800434,4000,,"""Fig. 11. Camera lucida line drawing of a CA1 pyramidal cell from the mid portion of the field. Note that side branches originate from the primary dendrites throughout the full extent of stratum radiaturn. Note also the curved and irregular trajectories of dendritic branches in the stratum lacunosum-moleculare. The axon of this cell is indicated with an arrowhead.""","p35, Fig12_CD2351",,"Ishizuka N, Cowan WM, Amaral DG",A quantitative analysis of the dendritic organization of pyramidal cells in the rat hippocampus,J Comp Neurol,1995,8576427,0,CA1,Erased,SP,rat,SD,Wildtype,Female,33-57 PD,Horizontal,Intracellular,2% HRP,,,,
800436,4000,,"""Figure 2. NeurolucidareconstructionofMGEbasketcellsinCA3(A),CA1(B),andCA1pyramidalcell(C)""","p3618, Fig2C",,"Craig MT,�McBain CJ",Fast Gamma Oscillations Are Generated Intrinsically in CA1 without the Involvement of Fast-Spiking Basket Cells,The Journal of Neuroscience,2015,25716860,,CA1,Erased,SP,Mouse,C57BL/6,Nkx2�1-cre:RCE and Htr3a-GFP,Both,14-21,Horizontal,Intracellular,2mg/ml biocytin,,,,
800438,4054,,"�Figure 1. Morphological features of RGCs.C, Manual tracings of three morphologically different RGCs. The distinguishing morphology of each neuron is based on the shape of the dendritic tree, as described in Results. Note that the tracing in b is of the same cell shown in B. SO, Stratum oriens; SP, stratum pyramidale; SR, stratum radiatum; SLM, stratum lacunosum�moleculare.�","p4846, Fig1Ca",,"Kirson ED,�Yaari Y",Unique Properties of NMDA Receptors Enhance Synaptic Excitation of Radiatum Giant Cells in Rat Hippocampus,The Journal of Neuroscience,2000,10864941,,CA1,Erased,SR,rat,Sabra,Wildtype,NS,150g,Horizontal,Whole cell,biocytin,,,,
800440,4054,,"�Figure 1. Morphological features of RGCs.C, Manual tracings of three morphologically different RGCs. The distinguishing morphology of each neuron is based on the shape of the dendritic tree, as described in Results. Note that the tracing in b is of the same cell shown in B. SO, Stratum oriens; SP, stratum pyramidale; SR, stratum radiatum; SLM, stratum lacunosum�moleculare.�","p4846, Fig1Cb",,"Kirson ED,�Yaari Y",Unique Properties of NMDA Receptors Enhance Synaptic Excitation of Radiatum Giant Cells in Rat Hippocampus,The Journal of Neuroscience,2000,10864941,,CA1,Erased,SR,rat,Sabra,Wildtype,NS,150g,Horizontal,Whole cell,biocytin,,,,
800442,4054,,"�Figure 1. Morphological features of RGCs.C, Manual tracings of three morphologically different RGCs. The distinguishing morphology of each neuron is based on the shape of the dendritic tree, as described in Results. Note that the tracing in b is of the same cell shown in B. SO, Stratum oriens; SP, stratum pyramidale; SR, stratum radiatum; SLM, stratum lacunosum�moleculare.�","p4846, Fig1Cc",,"Kirson ED,�Yaari Y",Unique Properties of NMDA Receptors Enhance Synaptic Excitation of Radiatum Giant Cells in Rat Hippocampus,The Journal of Neuroscience,2000,10864941,,CA1,Erased,SR,rat,Sabra,Wildtype,NS,150g,Horizontal,Whole cell,biocytin,,,,
800444,4022,,"""FIGURE2|VIP-positiveinterneurons at the PYR/RAD border target O�LM interneurons. D) Neurolucida reconstruction of a connected pair of interneurons:
presynaptic IS-III (soma and dendrites are in black and axon is in red)and postsynaptic O�LM (soma and dendrites are ingreen,axon is in blue)and examples of unitary IPSCs evoked by two-photon glutamat euncaging (bottom left) and presynaptic spikes during paired recordings (bottom right). Black arrows indicate three putative contact sites onto O�LM dendrites. Modified from Chamberland et al. (2010).""","p6, Fig2D red and black",,"Chamberland S, Topolnik L.",Inhibitory control of hippocampal inhibitory neurons,Frontiers in Cellular Neuroscience,2012,23162426,,CA1,Erased,SR,Mouse,C57BL/6,VIP-GEFP,NS,15-25 PD,Transverse,Whole cell or perforated patch,Biocytin 0.2%,VIP,,,40 thick
800446,4055,,"""Supplementary Figure 1. Reconstructions of CB1R positive and negative basket cells. (a) and (b): Fig. 2a Neurolucida reconstructions of all CB1R positive (axon red, dendrite grey; = 16) and negative (axon blue, dendrite grey; = 11) basket cells quantified.All neurons are on the same scale. Drawings are not corrected for shrinkage or the angle of the slice. The longitudinal extent of the axonal arborization is limited by the radial cuts made through the stratum radiatum, creating artificially abrupt borders of the arborization. Stratum oriens (SO), stratum pyrimidale (SP), stratum radiatum (SR), and stratum lacunosum-moleculare (SLM).""",SuppFig1a 041220005,,"Glickfeld LL, Scanziani M.",Distinct timing in the activity of cannabinoid-sensitive and cannabinoid-insensitive basket cells,Nature Neuroscience,2006,16648849,,CA1,Included,SP,Rat,Wistar,Wildtype,Male,4-6 weeks,,Whole cell,biocytin ,,,,
800448,4055,,"""Supplementary Figure 1. Reconstructions of CB1R positive and negative basket cells. (a) and (b): Fig. 2a Neurolucida reconstructions of all CB1R positive (axon red, dendrite grey; = 16) and negative (axon blue, dendrite grey; = 11) basket cells quantified.All neurons are on the same scale. Drawings are not corrected for shrinkage or the angle of the slice. The longitudinal extent of the axonal arborization is limited by the radial cuts made through the stratum radiatum, creating artificially abrupt borders of the arborization. Stratum oriens (SO), stratum pyrimidale (SP), stratum radiatum (SR), and stratum lacunosum-moleculare (SLM).""",SuppFig1a 050227000,,"Glickfeld LL, Scanziani M.",Distinct timing in the activity of cannabinoid-sensitive and cannabinoid-insensitive basket cells,Nature Neuroscience,2006,16648849,,CA1,Included,SP,Rat,Wistar,Wildtype,Male,4-6 weeks,,Whole cell,biocytin ,,,,
800450,,,,,,,,,,,,,,,,,,,,,,,,,,
