Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Neuron Type,Variable,Name of file containing figure,Reference_ID
Ero mice ins,,,,30546301,6XXX,LEC-L6 LIV-VI Interneurons,x203,Ero-Markram-2018-84-v12-FrontNeuroinform-TabS1.jpeg,905920
Ero mice ins,,,,30546301,6XXX,LEC-L5 LIV-VI Interneurons,x204,Ero-Markram-2018-84-v12-FrontNeuroinform-TabS1.jpeg,905922
Ero mice ins,,,,30546301,6XXX,LEC-L4 LIV-VI Interneurons,x205,Ero-Markram-2018-84-v12-FrontNeuroinform-TabS1.jpeg,905924
Ero mice ins,,,,30546301,6XXX,MEC-L1 LI Interneurons,x206,Ero-Markram-2018-84-v12-FrontNeuroinform-TabS1.jpeg,905912
Ero mice ins,,,,30546301,6XXX,LEC-L1 LI Interneurons,x207,Ero-Markram-2018-84-v12-FrontNeuroinform-TabS1.jpeg,905910
Fitting,,,,19489004,4000,SP Pyramidal,x69,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903940
Fitting,,,,19489004,4013,SP Radial Trilaminar,x131,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903968
Fitting,,,,19489004,4020,SP IS O-Targeting,x94,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903958
Fitting,,,,19489004,4022,SP IS LMO-O,x87,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903954
Fitting,,,,19489004,4036,SP Axo-axonic,x75,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903944
Fitting,,,,19489004,4039,SP Horizontal Basket,x84,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903950
Fitting,,,,19489004,4054,SP Radiatum Giant,x72,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903942
Fitting,,,,19489004,4056,SP IS LMR-R,x91,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903956
Fitting,,,,19489004,4066,SP OR-LM,x114,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903966
Fitting,,,,19489004,4078,SP Basket,x79,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903946
Fitting,,,,19489004,4079,SP Basket CCK+,x81,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903948
Fitting,,,,19489004,4080,SP Bistratified,x86,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903952
Fitting,,,,19489004,4081,SP Ivy,x100,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903964
Fitting,,,,19489004,4091,SP IS R-O,x96,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903960
Fitting,,,,19489004,4093,SP IS RO-O,x97,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,903962
Fitting 2009,,,,19489004,5001,Sub-EC SP,x133,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,905356
Fitting 2009,,,,19489004,5005,Sub-CA1 SP,x134,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,905358
Fitting 2009,,,,19489004,5XXX,sp-ins,x135,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,905360
Fitting 2009,,,,19489004,5XXX,sm-ins,x136,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,905362
Fitting 2010,,,,19489004,1000,SG Granule,x1,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900360
Fitting 2010,,,,19489004,1002,H Mossy,x4,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900464
Fitting 2010,,,,19489004,1004,SG Total Molecular Layer,x22,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900376
Fitting 2010,,,,19489004,1005,SG MOLAX,x17,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900372
Fitting 2010,,,,19489004,1006,SG Outer Molecular Layer,x21,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900374
Fitting 2010,,,,19489004,1009,H HICAP,x11,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900470
Fitting 2010,,,,19489004,1009,SG HICAP,x12,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900368
Fitting 2010,,,,19489004,1010,SG Axo-Axonic,x7,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900362
Fitting 2010,,,,19489004,1013,H HIPP,x13,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900472
Fitting 2010,,,,19489004,1013,SG HIPP,x14,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900370
Fitting 2010,,,,19489004,1026,H HIPROM,x15,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900474
Fitting 2010,,,,19489004,1027,H AIPRIM,x6,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900468
Fitting 2010,,,,19489004,1035,SG DG Basket,x8,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900364
Fitting 2010,,,,19489004,1036,SG DG Basket CCK+,x9,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900366
Fitting 2010,,,,19489004,1041,H Hilar Ectopic Granule,x2,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900462
Fitting 2010,,,,19489004,1043,H Mossy MOLDEN,x5,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,900466
"Fitting et al., 2009",,,,19489004,2000,CA3 Pyramidal SP,x23,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901570
"Fitting et al., 2009",,,,19489004,2004,CA3c Pyramidal SP,x24,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901572
"Fitting et al., 2009",,,,19489004,2028,CA3 Axo-axonic SP,x28,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901574
"Fitting et al., 2009",,,,19489004,2035,Mossy Fiber-Associated ORDEN SP,x48,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901584
"Fitting et al., 2009",,,,19489004,2043,CA3 Basket SP,x30,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901576
"Fitting et al., 2009",,,,19489004,2044,CA3 Basket CCK+ SP,x31,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901578
"Fitting et al., 2009",,,,19489004,2045,CA3 Bistratified SP,x33,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901580
"Fitting et al., 2009",,,,19489004,2049,CA3 QuadD-LM SP,x52,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901586
"Fitting et al., 2009",,,,19489004,2402,CA3 Interneuron Specific Quad SP,x36,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901582
"Fitting et al., 2009",,,,19489004,3000,CA2 Pyramidal SP,x59,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901588
"Fitting et al., 2009",,,,19489004,3003,CA2 Bistratified SP,x62,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901594
"Fitting et al., 2009",,,,19489004,3006,CA2 Basket SP,x60,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901590
"Fitting et al., 2009",,,,19489004,3007,CA2 Wide-Arbor Basket SP,x61,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901592
"Fitting et al., 2009",,,,19489004,3008,CA2 SP-SR SP,x63,Fitting-Mactutus-2010-469-v20-Hippocampus-Tab2.jpeg,901596
Germroth,,,,2026788,6005,MEC-L2 LI-II Pyramidal-Fan,x142,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906004
Germroth,,,,2026788,6005,LEC-L2 LI-II Pyramidal-Fan,x144,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906006
Germroth,,,,2026788,6017,MEC-L3 LIII Pyramidal,x156,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906024
Germroth,,,,2026788,6017,LEC-L3 LIII Pyramidal,x157,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906026
Germroth,,,,2026788,6047,MEC-L3 MEC LIII Multipolar Interneuron,x195,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906010
Germroth,,,,2026788,6047,MEC-L3 MEC LIII Multipolar Interneuron,x195,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906014
Germroth,,,,2026788,6049,LEC-L3 LEC LIII Multipolar Interneuron,x194,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906008
Germroth,,,,2026788,6049,LEC-L3 LEC LIII Multipolar Interneuron,x194,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906012
Germroth,,,,2026788,6053,MEC-L2 LII Basket-Multipolar Interneuron,x192,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906016
Germroth,,,,2026788,6053,MEC-L2 LII Basket-Multipolar Interneuron,x192,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906020
Germroth,,,,2026788,6053,LEC-L2 LII Basket-Multipolar Interneuron,x193,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906018
Germroth,,,,2026788,6053,LEC-L2 LII Basket-Multipolar Interneuron,x193,Germroth-Buhl-1991-215-v305-JCompNeurol-Fig1.jpeg,906022
Grady,,,,14588110,4000,SP Pyramidal,x69,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903700
Grady,,,,14588110,4013,SP Radial Trilaminar,x131,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903728
Grady,,,,14588110,4020,SP IS O-Targeting,x94,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903718
Grady,,,,14588110,4022,SP IS LMO-O,x87,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903714
Grady,,,,14588110,4036,SP Axo-axonic,x75,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903704
Grady,,,,14588110,4039,SP Horizontal Basket,x84,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903710
Grady,,,,14588110,4054,SP Radiatum Giant,x72,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903702
Grady,,,,14588110,4056,SP IS LMR-R,x91,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903716
Grady,,,,14588110,4066,SP OR-LM,x114,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903726
Grady,,,,14588110,4078,SP Basket,x79,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903706
Grady,,,,14588110,4079,SP Basket CCK+,x81,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903708
Grady,,,,14588110,4080,SP Bistratified,x86,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903712
Grady,,,,14588110,4081,SP Ivy,x100,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903724
Grady,,,,14588110,4091,SP IS R-O,x96,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903720
Grady,,,,14588110,4093,SP IS RO-O,x97,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,903722
Grady 2003,,,,14588110,1002,H Mossy,x4,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,900450
Grady 2003,,,,14588110,1009,H HICAP,x11,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,900456
Grady 2003,,,,14588110,1013,H HIPP,x13,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,900458
Grady 2003,,,,14588110,1026,H HIPROM,x15,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,900460
Grady 2003,,,,14588110,1027,H AIPRIM,x6,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,900454
Grady 2003,,,,14588110,1041,H Hilar Ectopic Granule,x2,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,900448
Grady 2003,,,,14588110,1043,H Mossy MOLDEN,x5,Grady-LifShitz-2003-929-v20-n10-JNeurotrauma-Tab1.jpeg,900452
Hajos 97,,,,9334415,4004,SR LMR Projecting,x104,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902900
Hajos 97,,,,9334415,4004,SLM LMR Projecting,x105,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902902
Hajos 97,,,,9334415,4005,SR LMR,x102,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902884
Hajos 97,,,,9334415,4005,SR LMR,x102,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902886
Hajos 97,,,,9334415,4013,SR Radial Trilaminar,x132,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902880
Hajos 97,,,,9334415,4013,SR Radial Trilaminar,x132,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902882
Hajos 97,,,,9334415,4028,SR Radiatum,x121,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902888
Hajos 97,,,,9334415,4028,SR Radiatum,x121,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902890
Hajos 97,,,,9334415,4031,SO IS O-R,x93,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902892
Hajos 97,,,,9334415,4031,SO IS O-R,x93,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902894
Hajos 97,,,,9334415,4069,SO O-LM,x108,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902874
Hajos 97,,,,9334415,4076,SR Perforant-Path Associated QuadD,x118,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902896
Hajos 97,,,,9334415,4076,SR Perforant-Path Associated QuadD,x118,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902898
Hajos 97,,,,9334415,4080,SP Bistratified,x86,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902876
Hajos 97,,,,9334415,4080,SP Bistratified,x86,Hajos-Mody-1997-8427-v17-n21-JNeurosci-Tab1.jpeg,902878
Herculano-Houzel (mice),,,,24155697,6002,MEC-L5 MEC LV Pyramidal,x184,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905506
Herculano-Houzel (mice),,,,24155697,6003,MEC-L2 MEC LII Stellate,x149,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905436
Herculano-Houzel (mice),,,,24155697,6005,MEC-L2 LI-II Pyramidal-Fan,x142,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905422
Herculano-Houzel (mice),,,,24155697,6005,MEC-L1 LI-II Pyramidal-Fan,x143,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905424
Herculano-Houzel (mice),,,,24155697,6005,LEC-L2 LI-II Pyramidal-Fan,x144,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905426
Herculano-Houzel (mice),,,,24155697,6005,LEC-L1 LI-II Pyramidal-Fan,x145,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905428
Herculano-Houzel (mice),,,,24155697,6006,MEC-L3 MEC LIII Complex Pyramidal,x159,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905456
Herculano-Houzel (mice),,,,24155697,6007,LEC-L3 LEC LIII Complex Pyramidal,x158,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905454
Herculano-Houzel (mice),,,,24155697,6008,MEC-L3 MEC LII-III Pyramidal-Multiform,x146,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905430
Herculano-Houzel (mice),,,,24155697,6008,MEC-L2 MEC LII-III Pyramidal-Multiform,x147,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905432
Herculano-Houzel (mice),,,,24155697,6017,MEC-L3 LIII Pyramidal,x156,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905450
Herculano-Houzel (mice),,,,24155697,6017,LEC-L3 LIII Pyramidal,x157,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905452
Herculano-Houzel (mice),,,,24155697,6018,MEC-L3 LIII Stellate,x163,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905464
Herculano-Houzel (mice),,,,24155697,6018,LEC-L3 LIII Stellate,x164,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905466
Herculano-Houzel (mice),,,,24155697,6019,MEC-L2 MEC LII Oblique Pyramidal,x148,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905434
Herculano-Houzel (mice),,,,24155697,6021,MEC-L5 LV Deep Pyramidal,x182,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905502
Herculano-Houzel (mice),,,,24155697,6021,LEC-L5 LV Deep Pyramidal,x183,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905504
Herculano-Houzel (mice),,,,24155697,6023,MEC-L5 MEC LV Superficial Pyramidal,x185,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905508
Herculano-Houzel (mice),,,,24155697,6024,MEC-L3 MEC LIII Bipolar Complex Pyramidal,x160,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905458
Herculano-Houzel (mice),,,,24155697,6025,LEC-L3 LEC LIII Multipolar Principal,x154,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905446
Herculano-Houzel (mice),,,,24155697,6031,MEC-L3 MEC LIII Multipolar Principal,x155,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905448
Herculano-Houzel (mice),,,,24155697,6033,MEC-L5 MEC LV Multipolar-Pyramidal,x181,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905500
Herculano-Houzel (mice),,,,24155697,6038,MEC-L3 MEC LIII Superficial Trilayered Interneuron,x199,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905536
Herculano-Houzel (mice),,,,24155697,6040,MEC-L3 MEC LIII Superficial Multipolar Interneuron,x196,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905530
Herculano-Houzel (mice),,,,24155697,6047,MEC-L3 MEC LIII Multipolar Interneuron,x195,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905528
Herculano-Houzel (mice),,,,24155697,6048,MEC-L2 LII Axo-axonic,x189,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905516
Herculano-Houzel (mice),,,,24155697,6048,LEC-L2 LII Axo-axonic,x190,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905518
Herculano-Houzel (mice),,,,24155697,6049,LEC-L3 LEC LIII Multipolar Interneuron,x194,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905526
Herculano-Houzel (mice),,,,24155697,6052,MEC-L6 MEC LV-VI Pyramidal-Polymorphic,x186,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905510
Herculano-Houzel (mice),,,,24155697,6052,MEC-L5 MEC LV-VI Pyramidal-Polymorphic,x187,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905512
Herculano-Houzel (mice),,,,24155697,6053,MEC-L2 LII Basket-Multipolar Interneuron,x192,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905522
Herculano-Houzel (mice),,,,24155697,6053,LEC-L2 LII Basket-Multipolar Interneuron,x193,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905524
Herculano-Houzel (mice),,,,24155697,6078,LEC-L6 LEC LVI Multipolar-Pyramidal,x188,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905514
Herculano-Houzel (mice),,,,24155697,6082,MEC-L3 LII-III Pyramidal-Tripolar,x150,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905438
Herculano-Houzel (mice),,,,24155697,6082,MEC-L2 LII-III Pyramidal-Tripolar,x151,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905440
Herculano-Houzel (mice),,,,24155697,6082,LEC-L3 LII-III Pyramidal-Tripolar,x152,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905442
Herculano-Houzel (mice),,,,24155697,6082,LEC-L2 LII-III Pyramidal-Tripolar,x153,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905444
Herculano-Houzel (mice),,,,24155697,6085,MEC-L5 LIV-V Pyramidal-Horizontal,x171,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905480
Herculano-Houzel (mice),,,,24155697,6085,MEC-L4 LIV-V Pyramidal-Horizontal,x172,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905482
Herculano-Houzel (mice),,,,24155697,6085,LEC-L5 LIV-V Pyramidal-Horizontal,x173,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905484
Herculano-Houzel (mice),,,,24155697,6085,LEC-L4 LIV-V Pyramidal-Horizontal,x174,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905486
Herculano-Houzel (mice),,,,24155697,6086,MEC-L6 LIV-VI Deep Multipolar Principal,x175,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905488
Herculano-Houzel (mice),,,,24155697,6086,MEC-L5 LIV-VI Deep Multipolar Principal,x176,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905490
Herculano-Houzel (mice),,,,24155697,6086,MEC-L4 LIV-VI Deep Multipolar Principal,x177,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905492
Herculano-Houzel (mice),,,,24155697,6086,LEC-L6 LIV-VI Deep Multipolar Principal,x178,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905494
Herculano-Houzel (mice),,,,24155697,6086,LEC-L5 LIV-VI Deep Multipolar Principal,x179,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905496
Herculano-Houzel (mice),,,,24155697,6086,LEC-L4 LIV-VI Deep Multipolar Principal,x180,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905498
Herculano-Houzel (mice),,,,24155697,6087,MEC-L3 LIII Pyramidal-Looking Interneuron,x197,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905532
Herculano-Houzel (mice),,,,24155697,6087,LEC-L3 LIII Pyramidal-Looking Interneuron,x198,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905534
Herculano-Houzel (mice),,,,24155697,6092,MEC-L3 LIII Pyramidal-Stellate,x161,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905460
Herculano-Houzel (mice),,,,24155697,6092,LEC-L3 LIII Pyramidal-Stellate,x162,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905462
Herculano-Houzel (mice),,,,24155697,6094,MEC-L2 LI-II Multipolar-Pyramidal,x138,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905414
Herculano-Houzel (mice),,,,24155697,6094,MEC-L1 LI-II Multipolar-Pyramidal,x139,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905416
Herculano-Houzel (mice),,,,24155697,6094,LEC-L2 LI-II Multipolar-Pyramidal,x140,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905418
Herculano-Houzel (mice),,,,24155697,6094,LEC-L1 LI-II Multipolar-Pyramidal,x141,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905420
Herculano-Houzel (mice),,,,24155697,6095,MEC-L5 LIII-V Bipolar Pyramidal,x165,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905468
Herculano-Houzel (mice),,,,24155697,6095,MEC-L4 LIII-V Bipolar Pyramidal,x166,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905470
Herculano-Houzel (mice),,,,24155697,6095,MEC-L3 LIII-V Bipolar Pyramidal,x167,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905472
Herculano-Houzel (mice),,,,24155697,6095,LEC-L5 LIII-V Bipolar Pyramidal,x168,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905474
Herculano-Houzel (mice),,,,24155697,6095,LEC-L4 LIII-V Bipolar Pyramidal,x169,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905476
Herculano-Houzel (mice),,,,24155697,6095,LEC-L3 LIII-V Bipolar Pyramidal,x170,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905478
Herculano-Houzel (mice),,,,24155697,6096,MEC-L2 MEC LII Basket,x191,HerculanoHouzel-Paxinos-2013-35-v7-FrontNeuroanat-Tab1.jpeg,905520
Hsu,,,,26045570,1004,SG Total Molecular Layer,x22,Hsu-Lien-2015-2715-v26-CerebCortex-Tab2.jpeg,900646
Hsu,,,,26045570,1004,SG Total Molecular Layer,x22,Hsu-Lien-2015-2715-v26-CerebCortex-Tab2.jpeg,900674
Hsu,,,,26045570,1004,SG Total Molecular Layer,x22,Hsu-Lien-2015-2715-v26-CerebCortex-Tab2.jpeg,900702
Hsu,,,,26045570,1004,SG Total Molecular Layer,x22,Hsu-Lien-2015-2715-v26-CerebCortex-Tab2.jpeg,900730
Hsu,,,,26045570,1005,SG MOLAX,x17,Hsu-Lien-2015-2715-v26-CerebCortex-Tab2.jpeg,900636
Hsu,,,,26045570,1005,SG MOLAX,x17,Hsu-Lien-2015-2715-v26-CerebCortex-Tab2.jpeg,900664
Hsu,,,,26045570,1005,SG MOLAX,x17,Hsu-Lien-2015-2715-v26-CerebCortex-Tab2.jpeg,900692
Hsu,,,,26045570,1005,SG MOLAX,x17,Hsu-Lien-2015-2715-v26-CerebCortex-Tab2.jpeg,900720
