Hippocampome Type,Unique ID,Supertype ID,Hippocampome Supertype,Cell Counts,Theta Phase,Theta Error,Theta Error Type,Theta N,MVL,MVL Error,MVL Error Type,MVL N,MVL category,Peak correction,LFP site,Shift to CA1:SP,Phase-CA1 (peak 0 deg),Phase-CA1 category,Gamma Phase,Gamma Error,Gamma Error Type,Gamma N,Gamma Peak,Epsilon Phase,Epsilon Error,Epsilon Error Type,Epsilon N,Epsilon Peak,Ripple Phase,Ripple Error,Ripple Error Type,Ripple N,Ripple Peak,SWR Ratio,SWR Ratio Error,SWR Ratio Error Type,SWR Ratio N,SWR Ratio category,Run/Stop Ratio,DS Ratio,DS Ratio Error,DS Ratio Error Type,DS Ratio N,Firing Rate,Firing Rate Error,Firing Rate Error Type,Firing Rate N,Firing Rate Rank,Firing Rate (non-baseline),Firing Rate Error (non-baseline),Firing Rate Error Type (non-baseline),Firing Rate N (non-baseline),Firing Rate Rank (non-baseline),Vrest (mV),Vrest Error (mV),Vrest Error Type,Vrest N,Tau (ms),Tau Error (ms),Tau Error Type,Tau N,APthresh (mV),APthresh Error (mV),APthresh Error Type,APthresh N,fAHP (mV),fAHP Error (mV),fAHP Error Type,fAHP N,APpeak-trough (ms),APpeak-trough Error (ms),APpeak-trough Error Type,APpeak-trough N,Authors,Title,Journal/Book,Year,PMID_or_ISBN,pmid_isbn_page,Figure/Table,Recording assignments,Recording_method,Species,Strain,Gender,Age,Age_type,Behavioral status,Data Mining Method,Comments,Metadata code,Metadata rank,Reference ID,
CA3 (i)22232 Basket CCK+,2044,S110802,Perisomatic-targeting:Basket CCK+:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 (J69b FR outside SWR)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A,rJAM3,25,"""2044111912020203""",2044111912020203
CA3 (i)22232 Basket CCK+,2044,S110802,Perisomatic-targeting:Basket CCK+:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,1,2,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 K111c (FR theta@),juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A,rJAM3,25,"""2044114912020201""",2044114912020201
CA3 (i)22232 Basket CCK+,2044,S110802,Perisomatic-targeting:Basket CCK+:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,,,1,2,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 B68c theta@),juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A,rJAM3,25,"""2044114912020202""",2044114912020202
CA3 (i)22232 Basket CCK+,2044,S110802,Perisomatic-targeting:Basket CCK+:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.32,,,1,2,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 J69b theta@),juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A,rJAM3,25,"""2044114912020203""",2044114912020203
CA3 (i)22232 Basket CCK+,2044,S110802,Perisomatic-targeting:Basket CCK+:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 (J69b non-theta - non-sharp wave)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 2A,rJAM3,25,"""2044111912020204""",2044111912020204
CA3 (i)12222 QuadD-LM,2049,S121402,O-LM Family:O-LM-like:CA3,,15,,,1,0.35,,,,directed,180,CA1:SP,0,-165,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 (J55d theta)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 3A,rJAM3,25,"""2049101912020200""",2049101912020200
CA3 (i)12222 QuadD-LM,2049,S121402,O-LM Family:O-LM-like:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,2.656760773,,,1,increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 (J55d SWR ratio)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 3A,rJAM3,25,"""2049108912020200""",2049108912020200
CA3 (i)12222 QuadD-LM,2049,S121402,O-LM Family:O-LM-like:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.96,,,1,2,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 J55d theta@),juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 3A,rJAM3,25,"""2049114912020200""",2049114912020200
CA3 (i)12222 QuadD-LM,2049,S121402,O-LM Family:O-LM-like:CA3,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,0,Tab 2 (J55d non-theta - non-sharp wave)@,juxtacellular glass microelectrode recording of single cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,male,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,read from table,identified from Fig 3A,rJAM3,25,"""2049111912020200""",2049111912020200
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,108.6,60.9,SD,5,0.28,0.19,SD,,directed,0,CA1:SP,0,108.6,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ivan Fernandez-Lamo, Daniel Gomez-Dominguez, Alberto Sanchez-Aguilera, Azahara Oliva, Aixa Victoria Morales, Manuel Valero, Elena Cid, Antal Berenyi, Liset Menendez de la Prida",Proximodistal Organization of the CA2 Hippocampal Area,Cell Reports,2019,30759386,0,Tab S2 (theta)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,50-70 g; 150-200 g,adult,urethane,read from table,"no figure, interpretation is solely author-based",rPAB4,13,"""3000101938620200""",3000101938620200
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,,,,,,,,,,,CA1:SP,0,,,158.2,42.3,SD,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ivan Fernandez-Lamo, Daniel Gomez-Dominguez, Alberto Sanchez-Aguilera, Azahara Oliva, Aixa Victoria Morales, Manuel Valero, Elena Cid, Antal Berenyi, Liset Menendez de la Prida",Proximodistal Organization of the CA2 Hippocampal Area,Cell Reports,2019,30759386,0,Tab S2 (gamma)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,50-70 g; 150-200 g,adult,urethane,read from table,"no figure, interpretation is solely author-based",rPAB4,13,"""3000105938620200""",3000105938620200
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,183.8,78.74452362,SD,5,,,,,,0,CA1:SP,0,183.8,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(theta mean)@,sharp pipette recording of 5 cells assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""3000101679020200""",3000101679020200
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,,,,,0.340971905,0.12611078,SD,5,directed,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(MVL)@,sharp pipette recording of 5 cells assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""3000128679020200""",3000128679020200
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,0.51536643,0.966437662,SD,5,decrease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(SWR ratio)@,sharp pipette recording of 5 cells assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""3000108679020200""",3000108679020200
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,2.201953251,1.434337695,SD,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(DS ratio)@,sharp pipette recording of 5 cells assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""3000110679020200""",3000110679020200
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.730830867,2.444502694,SD,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,(FR basal mean)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""3000111679020300""",3000111679020300
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51.2,3.2,SD,5,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (Vrest)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""3000123679020100""",3000123679020100
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,8.4,SD,5,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (Tau)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""3000124679020100""",3000124679020100
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,2.3,SD,5,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (APthresh)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""3000125679020100""",3000125679020100
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.03,SD,5,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (fAHP)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""3000126679020100""",3000126679020100
CA2 (e)2333p Pyramidal,3000,S040403,Glutamatergic PC:Pyramidal:CA2,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.05,SD,5,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (APpeak-trough)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""3000127679020100""",3000127679020100
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.6,5.6,SD,19,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (Vrest)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000123679020100""",4000123679020100
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,11.3,SD,19,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (Tau)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000124679020100""",4000124679020100
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,7.2,SD,19,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (APthresh)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000125679020100""",4000125679020100
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,2.96,SD,19,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (fAHP)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000126679020100""",4000126679020100
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.11,SD,19,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 1 (APpeak-trough)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000127679020100""",4000127679020100
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,206,30,SD,19,,,,,,0,CA1:SP,0,206,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 2 (Theta)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000101679020200""",4000101679020200
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,,,,,0.39,0.14,SD,19,directed,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 2 (MVL)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000128679020200""",4000128679020200
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,2.7,3.3,SD,19,increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 2 (SWR Ratio)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000108679020200""",4000108679020200
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.1,SD,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 2 (DS Ratio)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000110679020200""",4000110679020200
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,45,68,SD,6,,,,,,0,CA1:SP,0,45,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 2 (Theta)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000101679020201""",4000101679020201
CA1 (e)2223p Pyramidal,4000,S040404,Glutamatergic PC:Pyramidal:CA1,,,,,,0.23,0.05,SD,6,directed,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanchez-Aguilera A, Wheeler DW, Jurado-Parras T, Valero M, Nokia MS, Cid E, Fernandez-Lamo I, Sutton N, Garcia-Rincon D, de la Prida LM, Ascoli GA",Rhythmic firing of hippocampal and entorhinal neuron types in vivo: integrating single-cell phenotypes with circuit function,PLoS Biology,2021,33956790,e3001213,Tab 2 (MVL)@,sharp pipette recording of single cell assigned to 1 Hipppcampome type,sharp pipette,rats,Wistar,male and female,adult,adult,urethane,live recording,,rPAB4,13,"""4000128679020201""",4000128679020201
